player_id_cat,gender,date,deposit_approved_sum,withdrawal_approved_sum,turnover_cash_sum,winning_cash_sum,result_cash_sum,NGR_sum,bonus_cash_sum,session_sum
1979,male,2013-08-01,29,0,39,10,-29,29,41,401
1979,male,2013-11-12,103,0,180,78,-102,102,0,6346
1979,male,2013-12-19,60,0,258,197,-61,60,6,4206
1979,male,2013-12-23,0,0,0,0,0,0,0,400
1979,male,2013-12-24,0,0,0,0,0,0,0,3764
1980,male,2013-12-04,30,0,77,47,-30,30,0,1053
1980,male,2013-12-10,30,0,63,33,-30,30,17,757
1981,male,2013-06-03,44,238,705,899,194,-229,30,8162
1981,male,2013-06-05,89,0,93,49,-44,40,0,4394
1981,male,2013-06-07,0,0,0,0,0,0,0,1882
1981,male,2013-06-12,29,0,761,687,-74,35,0,9785
1981,male,2013-06-15,0,0,0,0,0,0,0,1846
1981,male,2013-06-26,0,0,0,0,0,0,0,1976
1981,male,2013-06-28,0,0,0,0,0,0,0,1881
1981,male,2013-06-29,0,0,0,0,0,0,0,1918
1981,male,2013-07-01,89,0,152,63,-89,81,0,4547
1981,male,2013-07-02,89,0,287,198,-89,73,0,5473
1981,male,2013-07-15,0,0,0,0,0,0,0,1889
1982,female,2013-09-13,59,0,96,37,-59,59,0,3420
1984,female,2013-02-01,30,0,30,0,-30,30,0,1303
1984,female,2013-08-09,0,0,0,0,0,0,30,1970
1984,female,2013-08-17,0,0,0,0,0,0,17,1807
1984,female,2013-12-17,45,0,184,139,-45,45,0,2761
1984,female,2013-12-19,0,0,0,0,0,0,0,2098
1984,female,2013-12-20,751,0,3266,2516,-750,747,0,18034
1984,female,2013-12-21,0,0,0,0,0,0,0,2089
1984,female,2013-12-27,90,0,492,403,-89,89,0,7705
1986,male,2013-09-12,147,0,854,667,-187,144,0,5896
1988,male,2013-11-09,29,69,39,78,39,-40,0,3364
1989,male,2013-07-24,297,0,348,51,-297,297,0,2089
1989,male,2013-07-27,356,0,602,246,-356,348,50,2989
1991,female,2013-03-07,90,0,873,783,-90,90,0,8128
1991,female,2013-06-17,130,0,824,694,-130,129,0,3022
1991,female,2013-10-25,146,0,529,382,-147,147,46,2655
1991,female,2013-11-20,59,235,431,607,176,-177,0,3506
1991,female,2013-11-25,30,178,160,308,148,-148,0,4065
1991,female,2013-11-26,0,0,0,0,0,0,0,1836
1991,female,2013-11-27,0,0,0,0,0,0,0,1831
1991,female,2013-12-06,149,0,723,582,-141,141,0,5058
1992,female,2013-08-29,58,0,274,216,-58,58,0,3621
1993,male,2013-10-11,58,0,93,35,-58,58,0,2614
1993,male,2013-10-12,58,0,84,27,-57,58,0,2791
1993,male,2013-10-14,0,0,0,0,0,0,0,2340
1993,male,2013-10-17,58,0,119,61,-58,53,11,3220
1993,male,2013-10-29,58,0,106,47,-59,59,0,2271
1993,male,2013-10-30,58,0,230,172,-58,58,0,5684
1993,male,2013-10-31,0,0,0,0,0,0,0,3994
1993,male,2013-11-22,118,0,362,245,-117,118,0,9973
1993,male,2013-11-25,118,86,204,171,-33,32,0,7359
1993,male,2013-11-26,0,0,0,0,0,0,46,3734
1993,male,2013-11-27,0,0,0,0,0,0,0,1875
1993,male,2013-12-02,119,115,384,380,-4,4,45,2368
1993,male,2013-12-03,0,0,0,0,0,0,0,1812
1993,male,2013-12-04,0,0,0,0,0,0,0,1911
1993,male,2013-12-08,0,0,0,0,0,0,0,1902
1993,male,2013-12-09,60,0,198,138,-60,59,2,4246
1993,male,2013-12-11,60,91,205,236,31,-31,26,1358
1993,male,2013-12-12,0,0,0,0,0,0,0,1913
1993,male,2013-12-29,60,0,181,122,-59,59,24,7287
1994,male,2013-12-19,30,0,309,279,-30,30,0,7859
1995,male,2013-12-23,121,0,494,374,-120,120,0,5581
1997,male,2013-06-29,59,0,98,39,-59,59,0,2835
1997,male,2013-08-11,58,0,158,194,36,-36,0,5071
1997,male,2013-08-16,59,151,18,15,-3,3,0,229
1997,male,2013-09-11,59,0,236,177,-59,59,0,3657
1997,male,2013-09-24,59,0,600,585,-15,15,0,14380
1997,male,2013-09-25,0,0,57,13,-44,44,0,2414
1997,male,2013-09-30,0,0,0,0,0,0,0,1890
1997,male,2013-10-06,58,0,98,40,-58,58,29,2568
1997,male,2013-10-29,58,0,111,53,-58,58,0,2713
1997,male,2013-11-30,60,0,397,337,-60,60,0,7136
1998,male,2013-04-20,150,120,1089,1080,-9,8,0,16664
1998,male,2013-04-21,60,0,139,58,-81,82,0,5216
2001,male,2013-11-06,0,0,18,16,-2,1,0,2077
2002,male,2013-12-14,90,0,132,42,-90,90,13,2348
2002,male,2013-12-15,120,872,227,978,751,-752,2,1303
2002,male,2013-12-17,451,0,781,330,-451,451,0,8508
2002,male,2013-12-19,60,0,123,63,-60,60,23,2240
2002,male,2013-12-20,120,278,267,425,158,-158,0,1085
2002,male,2013-12-21,422,0,2068,1647,-421,387,0,10299
2002,male,2013-12-22,0,0,0,0,0,0,0,214
2002,male,2013-12-24,60,360,185,485,300,-303,0,1018
2002,male,2013-12-25,90,0,234,144,-90,90,0,2639
2002,male,2013-12-26,241,0,1251,1010,-241,241,0,6133
2002,male,2013-12-28,90,0,130,40,-90,90,0,3960
2002,male,2013-12-29,60,0,627,569,-58,59,0,5877
2002,male,2013-12-30,241,0,507,265,-242,242,48,7287
2003,female,2013-03-10,59,0,289,304,15,-15,0,9162
2003,female,2013-03-11,59,0,441,339,-102,102,0,11642
2003,female,2013-04-01,45,0,194,136,-58,58,0,5907
2003,female,2013-04-05,30,0,148,98,-50,50,0,3663
2003,female,2013-05-24,102,0,418,317,-101,101,0,5202
2003,female,2013-07-13,30,0,67,37,-30,31,27,2618
2003,female,2013-08-21,44,0,91,51,-40,40,0,3216
2003,female,2013-08-24,29,0,48,15,-33,33,0,3364
2003,female,2013-11-15,29,0,49,20,-29,29,46,2817
2003,female,2013-12-01,45,0,52,8,-44,44,29,2658
2004,male,2013-05-23,1023,877,4571,4426,-145,118,14,6779
2004,male,2013-05-24,146,0,245,102,-143,143,14,504
2004,male,2013-05-25,0,0,0,0,0,0,0,1926
2004,male,2013-05-29,0,0,0,0,0,0,0,1945
2004,male,2013-06-01,0,0,0,0,0,0,0,1887
2004,male,2013-06-02,0,0,4,1,-3,3,0,2264
2004,male,2013-06-03,0,0,0,0,0,0,0,1917
2004,male,2013-06-05,0,0,0,0,0,0,0,1942
2004,male,2013-06-07,0,0,0,0,0,0,6,3833
2004,male,2013-06-08,0,0,0,0,0,0,0,1934
2004,male,2013-06-11,442,0,584,142,-442,442,0,4416
2004,male,2013-06-12,0,0,0,0,0,0,20,1830
2004,male,2013-06-15,0,0,0,0,0,0,0,1882
2004,male,2013-06-20,0,0,0,0,0,0,22,1912
2004,male,2013-07-04,0,0,0,0,0,0,44,2124
2004,male,2013-08-01,2378,0,12699,10325,-2374,2375,0,9121
2004,male,2013-08-03,1465,0,4060,2592,-1468,1468,0,6574
2004,male,2013-08-31,552,0,814,262,-552,552,0,2317
2004,male,2013-10-27,381,0,966,590,-376,376,0,2453
2004,male,2013-11-01,876,0,2790,1909,-881,881,0,5528
2004,male,2013-11-02,725,0,9337,8616,-721,721,0,9226
2004,male,2013-11-03,294,0,547,253,-294,294,0,4210
2004,male,2013-11-04,677,0,3567,2888,-679,678,0,7986
2004,male,2013-11-05,293,2057,6287,8048,1761,-1761,0,3601
2004,male,2013-12-28,150,0,199,50,-149,149,0,2022
2004,male,2013-12-31,450,0,1494,1044,-450,450,5,3754
2007,male,2013-08-31,610,0,4481,3864,-617,402,0,7920
2007,male,2013-09-07,1287,0,8061,6770,-1291,1266,0,12431
2007,male,2013-09-26,324,0,11942,12052,110,-998,0,17383
2007,male,2013-09-27,0,0,14610,15988,1378,-1432,0,25868
2007,male,2013-09-28,0,0,10064,7384,-2680,2537,0,16647
2007,male,2013-10-19,627,0,1038,410,-628,628,0,7016
2007,male,2013-10-26,439,0,1107,666,-441,441,34,3102
2007,male,2013-10-28,703,0,8538,7834,-704,633,9,10241
2007,male,2013-11-15,883,0,2996,2118,-878,877,0,4963
2007,male,2013-11-16,442,0,45812,45365,-447,60,0,15371
2007,male,2013-11-22,2125,0,3306,1184,-2122,2104,0,2942
2007,male,2013-11-23,2132,0,5746,3630,-2116,2073,0,3264
2007,male,2013-11-28,358,0,33732,33376,-356,-13,0,9312
2007,male,2013-11-29,0,0,0,0,0,0,16,131
2007,male,2013-11-30,2977,0,8088,5096,-2992,2981,0,4130
2007,male,2013-12-01,2383,0,7885,5497,-2388,2302,0,4019
2007,male,2013-12-06,0,0,0,0,0,0,0,1844
2007,male,2013-12-07,598,0,13616,13045,-571,511,0,4957
2007,male,2013-12-08,5086,0,75170,70070,-5100,4923,0,22793
2007,male,2013-12-09,598,0,748,144,-604,594,0,2097
2007,male,2013-12-10,715,0,1013,317,-696,661,0,2120
2007,male,2013-12-11,2565,0,8530,5944,-2586,2541,0,4960
2009,female,2013-08-30,174,0,5773,6563,790,-800,5,30831
2009,female,2013-08-31,0,610,1444,1091,-353,350,0,9767
2009,female,2013-09-01,218,0,454,236,-218,216,0,5573
2009,female,2013-09-26,177,118,1011,950,-61,60,0,9693
2009,female,2013-10-19,394,176,4255,4037,-218,217,0,35662
2009,female,2013-10-20,175,178,403,405,2,-3,0,4322
2009,female,2013-12-02,45,0,435,391,-44,45,0,7258
2009,female,2013-12-15,240,0,3060,3138,78,-79,0,24583
2009,female,2013-12-16,196,331,1719,1535,-184,184,0,17414
2009,female,2013-12-17,0,0,0,0,0,0,0,1174
2009,female,2013-12-20,45,0,906,847,-59,60,5,8982
2010,male,2013-02-01,182,0,339,289,-50,50,0,2253
2010,male,2013-02-02,0,0,385,253,-132,-7,0,9255
2012,male,2013-07-26,45,0,155,110,-45,45,0,4221
2013,female,2013-04-27,89,0,169,81,-88,88,0,3742
2014,male,2013-03-29,66,0,155,89,-66,66,0,1679
2014,male,2013-04-06,45,0,97,52,-45,45,50,1345
2014,male,2013-04-08,30,0,133,103,-30,30,0,1832
2014,male,2013-04-09,30,0,64,32,-32,30,0,828
2014,male,2013-04-10,60,0,158,98,-60,60,0,3896
2014,male,2013-04-11,60,0,101,41,-60,60,0,3339
2014,male,2013-04-12,0,0,4,1,-3,0,0,2000
2014,male,2013-04-18,123,60,128,64,-64,63,0,3679
2014,male,2013-04-19,30,0,31,1,-30,30,0,301
2014,male,2013-04-25,0,0,5,1,-4,0,0,2201
2014,male,2013-05-01,0,0,8,1,-7,0,0,1096
2014,male,2013-05-02,0,0,0,0,0,0,0,975
2014,male,2013-05-06,0,0,1,0,-1,0,0,108
2014,male,2013-07-17,358,0,898,540,-358,358,0,11198
2014,male,2013-07-24,178,303,375,499,124,-125,0,10237
2014,male,2013-07-25,150,191,509,551,42,-42,0,9039
2014,male,2013-07-26,119,0,375,256,-119,119,0,5132
2014,male,2013-07-28,59,116,388,445,57,-56,0,4337
2014,male,2013-07-31,177,442,425,691,266,-266,0,6450
2014,male,2013-08-01,29,0,0,0,0,0,0,1906
2014,male,2013-08-02,1468,1020,2883,2405,-478,477,26,23313
2014,male,2013-08-03,0,0,0,0,0,0,42,7955
2014,male,2013-08-04,0,0,0,0,0,0,0,1900
2014,male,2013-08-05,0,0,0,0,0,0,38,11352
2014,male,2013-08-06,292,0,421,129,-292,292,0,6516
2014,male,2013-08-07,293,256,642,606,-36,37,0,5886
2014,male,2013-08-08,204,751,422,970,548,-547,0,4353
2014,male,2013-08-09,146,0,221,75,-146,146,0,2725
2014,male,2013-08-10,145,833,273,960,687,-687,0,12572
2014,male,2013-08-11,291,299,621,629,8,-8,27,10951
2014,male,2013-08-12,117,640,547,1071,524,-523,0,4722
2014,male,2013-08-13,293,238,426,371,-55,55,0,9664
2014,male,2013-08-14,295,948,771,1424,653,-653,0,9008
2014,male,2013-08-15,293,120,531,359,-172,173,0,4162
2014,male,2013-08-17,293,176,502,384,-118,117,0,6702
2014,male,2013-08-18,176,594,614,1032,418,-418,0,6693
2014,male,2013-08-19,147,0,237,120,-117,117,0,4296
2014,male,2013-08-20,293,0,450,128,-322,322,0,5283
2014,male,2013-08-21,292,66,756,530,-226,226,0,10329
2014,male,2013-08-22,295,0,607,313,-294,294,0,8531
2014,male,2013-08-23,293,1013,473,1193,720,-720,0,7400
2014,male,2013-08-24,291,246,598,553,-45,45,0,9350
2014,male,2013-08-25,291,58,437,204,-233,233,0,6537
2014,male,2013-08-26,293,139,603,450,-153,154,34,8202
2014,male,2013-08-27,292,0,672,953,281,-281,11,12057
2014,male,2013-08-28,439,332,811,703,-108,107,45,6023
2014,male,2013-08-30,436,73,818,455,-363,363,0,10260
2014,male,2013-08-31,262,123,560,422,-138,138,0,6227
2014,male,2013-09-01,320,0,614,294,-320,320,0,5892
2014,male,2013-09-02,262,0,538,556,18,-19,9,6504
2014,male,2013-09-03,87,485,140,255,115,-115,0,2644
2014,male,2013-09-04,437,0,772,335,-437,437,0,6822
2014,male,2013-09-05,88,0,138,51,-87,88,0,4314
2014,male,2013-09-06,147,0,259,113,-146,147,0,3370
2014,male,2013-09-07,146,193,348,394,46,-47,40,5444
2014,male,2013-09-08,146,69,231,154,-77,77,9,3075
2014,male,2013-09-09,148,0,299,151,-148,148,0,4949
2014,male,2013-09-10,147,94,327,274,-53,53,1,3041
2014,male,2013-09-11,147,0,329,242,-87,87,5,3256
2014,male,2013-09-12,147,388,252,433,181,-181,0,5074
2014,male,2013-09-13,0,0,0,0,0,0,0,6870
2014,male,2013-09-14,147,0,392,245,-147,146,3,5060
2014,male,2013-09-15,117,1196,217,1296,1079,-1079,0,5373
2014,male,2013-09-16,148,322,330,505,175,-175,0,3279
2014,male,2013-09-17,148,0,326,178,-148,148,0,3032
2014,male,2013-09-18,147,83,156,92,-64,64,0,6406
2014,male,2013-09-19,146,0,247,101,-146,146,0,6757
2014,male,2013-09-20,147,0,266,119,-147,147,0,2931
2014,male,2013-09-21,88,613,120,645,525,-525,0,2609
2014,male,2013-09-22,147,195,277,325,48,-48,0,3742
2014,male,2013-09-23,147,110,284,247,-37,37,0,5102
2014,male,2013-09-24,147,94,242,188,-54,54,0,7780
2014,male,2013-09-25,147,61,314,228,-86,86,0,4779
2014,male,2013-09-26,147,162,253,268,15,-15,0,2585
2014,male,2013-09-27,147,79,241,172,-69,68,0,2486
2014,male,2013-09-28,147,0,322,177,-145,146,0,2710
2014,male,2013-09-29,147,0,216,69,-147,147,46,5302
2014,male,2013-09-30,147,0,209,63,-146,147,19,9445
2014,male,2013-10-01,146,97,255,206,-49,49,0,7813
2014,male,2013-10-02,146,1412,470,1736,1266,-1266,0,3838
2014,male,2013-10-06,145,58,231,143,-88,87,37,2827
2014,male,2013-10-07,145,73,202,130,-72,72,0,7163
2014,male,2013-10-08,144,0,209,65,-144,145,0,6476
2014,male,2013-10-09,144,499,475,830,355,-355,0,4767
2014,male,2013-10-10,144,0,241,97,-144,144,0,2502
2014,male,2013-10-11,145,86,255,196,-59,59,36,2766
2014,male,2013-10-12,145,74,233,162,-71,71,0,6170
2014,male,2013-10-13,145,97,212,163,-49,49,0,13060
2014,male,2013-10-14,118,344,255,481,226,-226,0,7193
2014,male,2013-10-15,145,58,386,298,-88,87,0,14664
2014,male,2013-10-16,145,129,327,311,-16,16,26,9572
2014,male,2013-10-17,145,0,323,178,-145,145,0,7140
2014,male,2013-10-18,145,0,549,403,-146,145,17,5135
2014,male,2013-10-19,146,117,283,254,-29,29,28,2812
2014,male,2013-10-23,88,0,206,119,-87,87,0,3851
2014,male,2013-10-27,146,0,364,217,-147,147,47,5634
2014,male,2013-10-28,146,149,254,256,2,-2,0,5130
2014,male,2013-10-29,146,204,428,486,58,-58,0,4890
2014,male,2013-10-30,146,60,478,392,-86,86,0,3951
2014,male,2013-10-31,146,318,550,722,172,-172,0,4743
2014,male,2013-11-01,146,108,368,330,-38,38,0,4647
2014,male,2013-11-02,145,0,301,156,-145,145,0,3981
2014,male,2013-11-03,0,0,0,0,0,0,47,1462
2014,male,2013-11-04,147,792,1248,1894,646,-645,0,4489
2014,male,2013-11-05,0,0,0,0,0,0,0,1786
2014,male,2013-11-06,118,247,166,295,129,-130,0,2699
2014,male,2013-11-07,148,209,464,525,61,-61,0,3774
2014,male,2013-11-08,148,144,248,245,-3,3,0,5191
2014,male,2013-11-09,147,0,778,631,-147,147,0,9648
2014,male,2013-11-10,147,0,374,227,-147,147,0,5015
2014,male,2013-11-11,147,0,322,175,-147,147,0,3608
2014,male,2013-11-12,147,197,525,575,50,-50,0,7349
2014,male,2013-11-13,147,188,211,252,41,-41,0,4553
2014,male,2013-11-14,147,88,367,309,-58,58,24,4761
2014,male,2013-11-15,147,699,237,788,551,-551,0,4743
2014,male,2013-11-16,147,0,359,211,-148,148,0,3006
2014,male,2013-11-17,147,0,227,80,-147,147,0,5060
2014,male,2013-11-18,148,0,226,79,-147,147,7,3794
2014,male,2013-11-19,147,0,330,184,-146,146,0,2907
2014,male,2013-11-20,147,74,306,232,-74,74,0,5042
2014,male,2013-11-21,88,59,289,259,-30,29,0,3448
2014,male,2013-11-22,148,71,269,192,-77,77,0,3255
2014,male,2013-11-23,148,0,360,212,-148,148,0,2827
2014,male,2013-11-24,148,0,375,228,-147,147,0,3040
2014,male,2013-11-27,149,721,535,1107,572,-571,0,6574
2014,male,2013-11-28,149,0,248,99,-149,149,12,3104
2014,male,2013-11-30,149,74,406,332,-74,74,0,3224
2014,male,2013-12-01,149,1671,290,1812,1522,-1522,0,3058
2014,male,2013-12-04,60,119,271,331,60,-60,29,2976
2014,male,2013-12-05,149,95,609,555,-54,54,0,4966
2014,male,2013-12-06,89,522,301,734,433,-433,29,3282
2014,male,2013-12-07,150,105,268,223,-45,45,44,3204
2014,male,2013-12-08,90,0,359,270,-89,90,0,3347
2014,male,2013-12-09,150,0,199,49,-150,149,0,2602
2014,male,2013-12-10,149,60,293,204,-89,90,0,6724
2014,male,2013-12-11,149,239,781,870,89,-90,0,12053
2014,male,2013-12-12,150,0,349,198,-151,150,0,2876
2014,male,2013-12-13,150,0,424,273,-151,150,28,5480
2014,male,2013-12-14,150,105,407,362,-45,45,0,7374
2014,male,2013-12-16,150,502,326,678,352,-352,0,4298
2014,male,2013-12-17,30,0,33,3,-30,30,0,1954
2014,male,2013-12-18,150,0,175,24,-151,150,0,2377
2014,male,2013-12-20,150,0,212,62,-150,150,0,4551
2014,male,2013-12-23,151,60,354,263,-91,91,0,5102
2014,male,2013-12-24,150,0,691,541,-150,150,31,7499
2014,male,2013-12-25,120,0,377,257,-120,120,46,3292
2014,male,2013-12-26,120,482,442,804,362,-361,0,2689
2014,male,2013-12-27,0,0,0,0,0,0,0,1399
2014,male,2013-12-28,120,0,200,90,-110,111,0,2595
2014,male,2013-12-29,120,264,168,301,133,-134,0,2913
2014,male,2013-12-31,30,0,46,16,-30,30,0,2404
2015,female,2013-01-12,61,220,123,282,159,-159,0,4917
2015,female,2013-01-13,31,0,33,3,-30,31,40,254
2015,female,2013-04-23,0,0,0,0,0,0,0,57
2015,female,2013-04-26,59,148,158,248,90,-89,0,1238
2015,female,2013-04-28,59,0,101,41,-60,59,0,600
2015,female,2013-06-01,59,119,234,293,59,-60,0,2450
2015,female,2013-06-24,30,0,37,7,-30,30,0,2358
2015,female,2013-07-25,0,0,0,0,0,0,4,1864
2017,male,2013-02-21,0,0,137,214,77,-77,12,10972
2018,male,2013-12-26,60,0,158,98,-60,60,39,3169
2019,female,2013-09-10,29,0,53,21,-32,29,0,2701
2020,male,2013-09-25,59,0,125,67,-58,58,0,5015
2020,male,2013-09-26,59,0,279,220,-59,59,0,3213
2020,male,2013-12-22,0,0,0,0,0,0,0,2016
2020,male,2013-12-23,151,0,539,387,-152,151,0,7265
2020,male,2013-12-24,60,0,365,305,-60,60,0,3867
2022,female,2013-05-19,0,0,166,75,-91,91,0,4494
2022,female,2013-05-21,0,0,180,126,-54,55,0,5070
2022,female,2013-05-23,0,0,196,206,10,-10,2,4892
2022,female,2013-05-25,0,0,0,0,0,0,0,1852
2022,female,2013-05-26,0,0,35,6,-29,29,33,2512
2022,female,2013-06-01,30,0,57,24,-33,33,0,3643
2022,female,2013-06-03,0,0,0,0,0,0,0,1871
2023,male,2013-12-27,187,0,487,300,-187,186,45,7640
2024,female,2013-04-03,150,0,616,466,-150,150,0,4022
2025,male,2013-08-28,29,0,146,148,2,-1,47,5145
2025,male,2013-09-04,0,0,29,0,-29,29,0,1978
2027,male,2013-01-24,337,0,701,364,-337,337,0,2641
2027,male,2013-01-25,0,0,0,0,0,0,0,2776
2027,male,2013-01-26,0,0,4,0,-4,0,0,2680
2028,male,2013-10-25,88,59,332,302,-30,28,0,4745
2028,male,2013-11-01,58,0,199,200,1,-1,0,3013
2028,male,2013-11-05,0,0,85,26,-59,60,0,2515
2030,male,2013-08-05,220,0,509,290,-219,220,48,5398
2030,male,2013-10-14,0,0,0,0,0,0,9,2368
2030,male,2013-10-20,0,0,0,0,0,0,0,3421
2030,male,2013-10-21,0,0,0,0,0,0,0,2158
2030,male,2013-11-03,0,0,0,0,0,0,0,1902
2031,male,2013-11-29,75,271,81,277,196,-204,0,433
2032,male,2013-02-09,30,0,36,6,-30,30,0,2649
2032,male,2013-02-10,0,0,0,0,0,0,0,1224
2032,male,2013-02-15,0,0,10,6,-4,0,0,976
2032,male,2013-02-17,0,0,0,0,0,0,13,1367
2032,male,2013-02-18,0,0,1,0,-1,0,0,828
2032,male,2013-02-19,30,0,81,52,-29,29,0,3617
2032,male,2013-02-24,30,0,34,4,-30,30,0,766
2032,male,2013-02-26,267,90,306,129,-177,177,0,6248
2032,male,2013-02-28,0,0,0,0,0,0,0,1916
2032,male,2013-03-03,30,0,270,240,-30,30,0,3310
2032,male,2013-03-04,358,482,1101,1226,125,-131,0,14606
2032,male,2013-03-05,208,148,1188,1128,-60,60,0,5538
2032,male,2013-03-06,119,0,253,132,-121,120,26,4925
2032,male,2013-03-08,30,0,57,27,-30,30,0,1898
2032,male,2013-03-10,0,0,0,0,0,0,0,422
2032,male,2013-03-11,237,178,1226,1166,-60,59,0,13971
2032,male,2013-03-12,60,0,122,62,-60,60,0,4737
2032,male,2013-03-15,60,120,909,964,55,-60,0,7999
2032,male,2013-03-17,0,0,0,0,0,0,0,1377
2032,male,2013-03-18,30,0,230,200,-30,30,0,2827
2032,male,2013-03-19,459,303,2439,2282,-157,157,0,26179
2032,male,2013-03-20,150,0,657,506,-151,150,0,9836
2032,male,2013-03-21,30,0,163,133,-30,30,0,4065
2032,male,2013-03-22,0,0,5,2,-3,0,0,470
2032,male,2013-03-23,0,0,0,0,0,0,47,580
2032,male,2013-03-24,0,0,1,0,-1,0,0,2373
2032,male,2013-03-25,30,0,43,13,-30,29,38,3761
2032,male,2013-03-26,120,65,593,522,-71,56,0,9749
2032,male,2013-03-27,30,0,34,5,-29,29,0,692
2032,male,2013-03-28,60,0,290,229,-61,61,0,6945
2032,male,2013-03-29,72,301,472,669,197,-229,0,8855
2032,male,2013-03-30,244,120,619,495,-124,123,47,12102
2032,male,2013-03-31,376,212,540,376,-164,164,0,10895
2032,male,2013-04-01,60,63,90,91,1,-3,0,2324
2032,male,2013-04-02,0,0,0,0,0,0,0,37
2032,male,2013-04-03,60,0,114,54,-60,60,0,3830
2032,male,2013-04-04,30,0,92,62,-30,30,25,1569
2032,male,2013-04-05,0,0,1,0,-1,0,0,293
2032,male,2013-04-07,0,0,0,0,0,0,0,32
2032,male,2013-04-08,0,0,0,0,0,0,0,35
2032,male,2013-04-09,0,0,8,5,-3,0,0,751
2032,male,2013-04-12,0,0,2,1,-1,0,0,359
2032,male,2013-04-14,0,0,0,0,0,0,0,183
2032,male,2013-04-15,0,0,2,1,-1,0,23,954
2032,male,2013-04-16,0,0,0,0,0,0,0,66
2032,male,2013-04-17,60,0,78,18,-60,60,12,4022
2032,male,2013-04-18,180,118,557,494,-63,63,16,3623
2032,male,2013-04-19,30,0,127,86,-41,30,0,4999
2032,male,2013-04-22,90,0,276,185,-91,90,0,4072
2032,male,2013-04-23,0,0,0,0,0,0,0,67
2032,male,2013-04-24,42,0,190,148,-42,42,0,1399
2032,male,2013-04-25,173,120,455,402,-53,53,0,8114
2032,male,2013-04-26,104,118,571,586,15,-17,0,7064
2032,male,2013-04-27,151,119,402,369,-33,33,0,4747
2032,male,2013-04-28,0,0,10,8,-2,0,41,498
2032,male,2013-04-29,0,0,32,29,-3,0,44,1523
2032,male,2013-04-30,71,59,110,98,-12,12,18,1939
2032,male,2013-05-01,0,0,1,0,-1,0,44,278
2032,male,2013-05-02,59,0,168,109,-59,59,0,1794
2032,male,2013-05-03,29,0,420,392,-28,28,0,6047
2032,male,2013-05-05,118,73,401,355,-46,45,29,5378
2032,male,2013-05-06,125,161,678,714,36,-37,0,8249
2032,male,2013-05-07,0,0,0,0,0,0,43,4224
2032,male,2013-05-08,117,205,265,353,88,-88,0,3125
2032,male,2013-05-09,229,350,1483,1604,121,-121,0,14140
2032,male,2013-05-10,58,0,178,120,-58,58,0,2801
2032,male,2013-05-11,29,0,38,9,-29,29,0,600
2032,male,2013-05-12,67,58,72,63,-9,9,0,1217
2032,male,2013-05-13,58,0,189,126,-63,58,0,3167
2032,male,2013-05-17,117,146,493,522,29,-29,0,5744
2032,male,2013-05-18,58,0,227,169,-58,58,0,3623
2032,male,2013-05-19,29,0,39,10,-29,29,0,586
2032,male,2013-05-20,88,58,361,332,-29,29,0,3884
2032,male,2013-05-21,29,0,79,50,-29,29,0,3191
2032,male,2013-05-22,131,0,384,253,-131,131,50,5925
2032,male,2013-05-24,0,0,0,0,0,0,0,218
2032,male,2013-05-25,0,0,0,0,0,0,0,155
2032,male,2013-05-26,103,0,287,184,-103,103,0,2241
2032,male,2013-06-03,36,0,70,35,-35,35,0,992
2032,male,2013-06-04,89,89,342,342,0,0,0,2889
2032,male,2013-06-06,219,207,1105,1094,-11,12,18,9212
2032,male,2013-06-08,162,59,626,522,-104,104,23,4970
2032,male,2013-06-10,0,0,0,0,0,0,1,30
2032,male,2013-06-11,29,0,101,72,-29,29,0,1168
2032,male,2013-06-12,70,0,118,47,-71,70,0,1632
2032,male,2013-06-14,29,0,75,46,-29,29,0,2256
2032,male,2013-06-17,0,0,0,0,0,0,0,54
2032,male,2013-06-18,59,0,336,509,173,-173,0,2666
2032,male,2013-06-19,177,648,1190,1431,241,-241,4,9810
2032,male,2013-06-20,147,0,321,173,-148,149,43,2867
2032,male,2013-06-21,148,59,320,231,-89,89,0,3933
2032,male,2013-06-23,189,0,855,667,-188,188,0,7919
2032,male,2013-06-24,325,386,3496,3557,61,-61,0,21202
2032,male,2013-06-25,327,297,1575,1545,-30,30,0,14297
2032,male,2013-06-26,89,0,384,295,-89,89,0,3354
2032,male,2013-06-27,269,0,688,419,-269,269,0,4893
2032,male,2013-06-28,110,74,675,639,-36,36,0,5216
2032,male,2013-06-29,119,0,172,53,-119,119,12,1138
2032,male,2013-07-02,59,0,134,75,-59,59,0,854
2032,male,2013-07-05,143,538,1566,1960,394,-397,0,8829
2032,male,2013-07-06,30,0,43,13,-30,30,0,461
2032,male,2013-07-07,30,0,40,10,-30,30,0,362
2032,male,2013-07-08,30,0,113,83,-30,30,0,837
2032,male,2013-07-09,44,0,60,16,-44,44,0,537
2032,male,2013-07-15,43,0,73,30,-43,43,0,534
2032,male,2013-07-16,30,0,70,40,-30,30,0,791
2032,male,2013-07-18,90,0,299,209,-90,90,0,2658
2032,male,2013-07-19,150,150,1111,1111,0,0,0,5217
2032,male,2013-07-20,119,60,559,500,-59,59,0,6950
2032,male,2013-07-21,60,0,551,491,-60,60,0,4234
2032,male,2013-07-22,358,626,2762,3031,269,-269,39,18138
2032,male,2013-07-23,268,262,1044,1038,-6,6,0,12465
