frequency,recency,T,monetary_value,prob_alive,purchase_next_4_weeks
2.0,3.0,19.0,1910.5,0.16685384578961807,0.07700095407485594
7.0,7.0,11.0,42254.0,0.5419261881977098,1.2236074978775462
1.0,1.0,24.0,13247.0,0.1636641751706934,0.03603169737975196
2.0,14.0,31.0,6310.0,0.5679276596651747,0.16701151256967506
0.0,0.0,45.0,0.0,1.0,0.03693121064957513
2.0,2.0,45.0,25406.0,0.01465214522299389,0.0030277959939247895
25.0,40.0,40.0,29533.16,0.985187649850711,2.3718603292105698
0.0,0.0,19.0,0.0,1.0,0.08277923225233855
1.0,49.0,51.0,582.0,0.8364511484807503,0.09040509105922123
7.0,37.0,39.0,3941.0,0.9341985494681587,0.6742106929637601
9.0,41.0,42.0,14594.777777777777,0.9539163758567708,0.8140727405119222
1.0,1.0,42.0,13053.0,0.08344837285263118,0.010862211559716032
2.0,2.0,13.0,1003.0,0.20183180035721712,0.13024678009637622
2.0,4.0,38.0,3993.0,0.06199574805413183,0.015047839117254519
0.0,0.0,27.0,0.0,1.0,0.059895410693060716
9.0,10.0,14.0,12212.666666666666,0.6077387078521923,1.4163449160162533
6.0,9.0,10.0,29831.833333333332,0.9100102478398622,1.9264580879240487
10.0,45.0,48.0,8504.2,0.9365275169705217,0.7782213060117589
43.0,46.0,46.0,90023.13953488372,0.9911769370133213,3.5674049351473895
3.0,3.0,5.0,21638.333333333332,0.7490208283164473,1.4528543178367201
1.0,1.0,5.0,4939.0,0.5805409933671096,0.4751834806026707
1.0,1.0,26.0,10894.0,0.14939212045330097,0.030542949259027567
4.0,5.0,5.0,12167.5,0.9288009076221616,2.3197683788591608
2.0,41.0,48.0,8545.0,0.8458848702401657,0.16433030634526336
8.0,16.0,52.0,6408.625,0.001884109780453318,0.0011724096456845246
1.0,7.0,48.0,1953.0,0.30252725844197376,0.03465772569165102
0.0,0.0,27.0,0.0,1.0,0.059895410693060716
4.0,9.0,52.0,13315.25,0.009527831897250197,0.003119581627653974
1.0,17.0,40.0,1858.0,0.6295681460493875,0.08584726605463923
0.0,0.0,9.0,0.0,1.0,0.1585746485314385
1.0,2.0,5.0,2127.0,0.6908447371422971,0.5654691236312483
8.0,34.0,44.0,4209.375,0.7414309175094176,0.5412573505884857
0.0,0.0,18.0,0.0,1.0,0.08693191160466854
3.0,4.0,5.0,16502.666666666668,0.8556510125036662,1.6596818420543453
0.0,0.0,22.0,0.0,1.0,0.07240442561424894
1.0,5.0,6.0,2213.0,0.8150494200885731,0.5833322654988965
11.0,43.0,43.0,4008.0,0.9686197317532927,0.9794788548009047
2.0,5.0,19.0,20395.0,0.3281535751146553,0.15143875316343222
0.0,0.0,11.0,0.0,1.0,0.134013598569496
0.0,0.0,7.0,0.0,1.0,0.19419697952002046
7.0,12.0,13.0,28928.14285714286,0.9240638218851428,1.810646579873952
5.0,6.0,13.0,8794.2,0.30400041691827673,0.4360251012564233
1.0,3.0,8.0,2053.0,0.6501953624415168,0.37204232088719824
12.0,12.0,12.0,29334.25,0.9709413527679485,3.4007123670202692
4.0,34.0,35.0,441.25,0.9202185810255044,0.43917611056971745
9.0,10.0,20.0,32267.11111111111,0.06626384958636461,0.11262232244363728
14.0,47.0,50.0,4997.142857142857,0.9418526068185813,1.0409042282556042
0.0,0.0,2.0,0.0,1.0,0.4454770440154365
7.0,16.0,18.0,2875.8571428571427,0.902541030857575,1.3295464388001346
7.0,10.0,11.0,82444.28571428571,0.9176272325042055,2.0718975875348065
1.0,1.0,14.0,17096.0,0.285313141040965,0.10202268613990334
4.0,12.0,43.0,2982.5,0.06207423616476186,0.024375445028077102
2.0,18.0,45.0,2002.0,0.4900407099062953,0.10126457769377507
0.0,0.0,14.0,0.0,1.0,0.10876141351751954
11.0,11.0,40.0,37473.818181818184,3.4403474185985205e-05,3.726168450081489e-05
3.0,25.0,39.0,4880.666666666667,0.7100896411641321,0.23707090635052291
1.0,1.0,6.0,4033.0,0.5300737668339104,0.37937470252436517
0.0,0.0,10.0,0.0,1.0,0.14526118704028093
0.0,0.0,32.0,0.0,1.0,0.051072984617994116
0.0,0.0,12.0,0.0,1.0,0.12438505213273382
0.0,0.0,23.0,0.0,1.0,0.06950117428688879
33.0,40.0,40.0,20447.666666666668,0.9886207524579932,3.128289240742646
6.0,22.0,31.0,34173.333333333336,0.6928483512813502,0.5372632609474468
2.0,12.0,19.0,12151.0,0.7423491487431125,0.3425848079159677
0.0,0.0,1.0,0.0,1.0,0.6034997355386784
0.0,0.0,44.0,0.0,1.0,0.037734899621191226
0.0,0.0,47.0,0.0,1.0,0.035422354155910774
1.0,1.0,15.0,2708.0,0.26741615905799737,0.09000215095446834
0.0,0.0,37.0,0.0,1.0,0.044516419197481304
1.0,24.0,40.0,15790.0,0.7290840243747249,0.09941714905597228
1.0,2.0,17.0,1863.0,0.33347247957560844,0.10042994548532021
34.0,48.0,49.0,15278.558823529413,0.9782252002078399,2.62809267706255
0.0,0.0,6.0,0.0,1.0,0.21879771053871672
47.0,48.0,48.0,36115.82978723404,0.9919043643332884,3.743535929245789
0.0,0.0,36.0,0.0,1.0,0.04568947737595556
7.0,22.0,22.0,10065.0,0.9538812148660771,1.1725253330868213
0.0,0.0,10.0,0.0,1.0,0.14526118704028093
0.0,0.0,31.0,0.0,1.0,0.05262316936346398
0.0,0.0,15.0,0.0,1.0,0.10233590644429767
0.0,0.0,27.0,0.0,1.0,0.059895410693060716
0.0,0.0,42.0,0.0,1.0,0.03945201060666899
0.0,0.0,33.0,0.0,1.0,0.04961154231322009
0.0,0.0,21.0,0.0,1.0,0.07556096002898345
39.0,41.0,42.0,50257.58974358974,0.9761031797054711,3.4780480784083676
1.0,19.0,37.0,22.0,0.6867327294061703,0.1008377697867488
3.0,27.0,32.0,4702.333333333333,0.8577402102503119,0.345112769327817
3.0,11.0,49.0,2098.3333333333335,0.08027238546226609,0.021557976116127402
1.0,9.0,34.0,1984.0,0.48583744722593286,0.07727726809331048
0.0,0.0,28.0,0.0,1.0,0.057895140538553574
7.0,45.0,49.0,2776.285714285714,0.9180504129509809,0.5331201880996007
0.0,0.0,21.0,0.0,1.0,0.07556096002898345
0.0,0.0,41.0,0.0,1.0,0.040370544046486996
0.0,0.0,23.0,0.0,1.0,0.06950117428688879
12.0,17.0,26.0,40276.166666666664,0.1953715286127697,0.3442898330177231
1.0,1.0,32.0,7084.0,0.11690022151011871,0.019686689206966416
1.0,1.0,6.0,3114.0,0.5300737668339104,0.37937470252436517
0.0,0.0,0.0,0.0,1.0,0.9427904490460707
0.0,0.0,25.0,0.0,1.0,0.06434158851478464
5.0,5.0,7.0,3030.2,0.7846587163990941,1.8678560694479744
1.0,2.0,41.0,1812.0,0.13193140271304152,0.017572070585465793
0.0,0.0,47.0,0.0,1.0,0.035422354155910774
1.0,2.0,18.0,1885.0,0.31693147381588127,0.09068058438840987
1.0,27.0,49.0,3503.0,0.7043405628254298,0.0791089932669447
0.0,0.0,5.0,0.0,1.0,0.2505729111618946
1.0,1.0,1.0,2732.0,0.8439233265699577,1.642308784064462
0.0,0.0,29.0,0.0,1.0,0.056024200065206364
0.0,0.0,10.0,0.0,1.0,0.14526118704028093
3.0,8.0,9.0,7518.666666666667,0.8816699509688072,1.0905087681548027
3.0,17.0,40.0,4387.666666666667,0.39634998335874366,0.12918433816008515
0.0,0.0,30.0,0.0,1.0,0.05427043530219012
1.0,16.0,18.0,1988.0,0.8224085447741409,0.23530792492217245
2.0,2.0,28.0,5072.5,0.04304172911134832,0.013919511809117541
5.0,44.0,44.0,2320.8,0.9397268227957682,0.4422848459168301
0.0,0.0,12.0,0.0,1.0,0.12438505213273382
6.0,7.0,42.0,41831.0,0.0005032914692485684,0.0002930859571324133
1.0,1.0,6.0,18390.0,0.5300737668339104,0.37937470252436517
3.0,16.0,26.0,2975.0,0.6901466545874047,0.3369391537429166
1.0,1.0,37.0,1887.0,0.09784219144046863,0.014366853294492662
27.0,37.0,40.0,5943.074074074074,0.901472610403435,2.340868977718984
3.0,9.0,19.0,5021.666666666667,0.5143142421256762,0.3343708254398726
0.0,0.0,15.0,0.0,1.0,0.10233590644429767
2.0,3.0,6.0,3617.5,0.6973642438101831,0.8423286033070458
0.0,0.0,1.0,0.0,1.0,0.6034997355386784
1.0,11.0,37.0,2454.0,0.5191424379308822,0.07622931513381205
8.0,18.0,19.0,5364.5,0.9384318816131876,1.4936964892586828
0.0,0.0,28.0,0.0,1.0,0.057895140538553574
0.0,0.0,3.0,0.0,1.0,0.35352312773196665
0.0,0.0,51.0,0.0,1.0,0.032746617524099464
4.0,23.0,23.0,11882.5,0.9288009076221616,0.6548868024873922
2.0,2.0,2.0,11026.5,0.8883069995531403,2.1550345616965196
1.0,21.0,30.0,2007.0,0.7695414924276585,0.13768579278772625
2.0,34.0,34.0,14289.5,0.8883069995531403,0.23951019205564764
0.0,0.0,39.0,0.0,1.0,0.04234221869214443
5.0,34.0,37.0,2161.2,0.9093843506262321,0.5045044348524003
10.0,36.0,38.0,8637.0,0.9427712462345168,0.978253272504351
1.0,1.0,2.0,84911.0,0.7700577622420821,1.1120945486252347
30.0,42.0,42.0,35723.9,0.9875375831236168,2.7160236824632356
0.0,0.0,32.0,0.0,1.0,0.051072984617994116
7.0,9.0,24.0,15452.857142857143,0.02770277126883468,0.031449854496158045
1.0,3.0,30.0,22458.0,0.2504157775011683,0.04480420508975273
25.0,29.0,30.0,23257.6,0.9669905613385803,3.050280736331863
8.0,27.0,38.0,4083.125,0.5973364146318675,0.5011600684159981
2.0,29.0,46.0,13367.0,0.7302830825417538,0.14777182395768507
4.0,7.0,14.0,6558.0,0.47741050916289324,0.5245786488131792
1.0,1.0,24.0,8378.0,0.1636641751706934,0.03603169737975196
0.0,0.0,2.0,0.0,1.0,0.4454770440154365
0.0,0.0,51.0,0.0,1.0,0.032746617524099464
2.0,3.0,33.0,2365.5,0.05346007071939801,0.014824990100719417
13.0,13.0,13.0,35054.153846153844,0.9729431149109611,3.438146461380566
0.0,0.0,3.0,0.0,1.0,0.35352312773196665
0.0,0.0,14.0,0.0,1.0,0.10876141351751954
2.0,2.0,5.0,38754.0,0.639576825772614,0.8828711656078387
7.0,24.0,34.0,2306.0,0.6391194682853075,0.524991471376645
23.0,51.0,52.0,4829.608695652174,0.9752950155798606,1.684874273702744
0.0,0.0,20.0,0.0,1.0,0.07900545654328457
12.0,30.0,31.0,2231.5,0.957735085358349,1.433586769878618
1.0,1.0,19.0,2164.0,0.21105001957584624,0.057513143427660805
2.0,11.0,22.0,2948.0,0.631615434711683,0.2551579754365575
4.0,23.0,31.0,4989.5,0.7886039514748567,0.4217872701461753
3.0,3.0,3.0,21123.666666666668,0.9130368061959211,2.479543839023424
14.0,49.0,49.0,8474.42857142857,0.9746868603853064,1.0982195624416629
1.0,1.0,43.0,1910.0,0.0809909991737731,0.010308294348663314
4.0,39.0,49.0,7199.0,0.8306848806509628,0.2879321538933767
1.0,1.0,2.0,3548.0,0.7700577622420821,1.1120945486252347
0.0,0.0,8.0,0.0,1.0,0.17458233353265432
8.0,25.0,43.0,15206.125,0.22732219482004226,0.1696209069888005
0.0,0.0,5.0,0.0,1.0,0.2505729111618946
1.0,1.0,4.0,13387.0,0.637301954360317,0.6093417769093481
0.0,0.0,13.0,0.0,1.0,0.11604904372844141
2.0,35.0,49.0,3382.5,0.7831044092492349,0.14915656637462488
9.0,20.0,20.0,6095.666666666667,0.9626519348150782,1.6361273496860687
6.0,11.0,20.0,2272.1666666666665,0.35737334035094587,0.4146869860861891
2.0,4.0,27.0,9252.5,0.12754315566881583,0.04266515298531487
0.0,0.0,38.0,0.0,1.0,0.04340210136251174
1.0,2.0,16.0,25896.0,0.35138726098317047,0.11169881431106031
2.0,16.0,27.0,3401.5,0.7084326235239898,0.23698164048036868
0.0,0.0,36.0,0.0,1.0,0.04568947737595556
0.0,0.0,5.0,0.0,1.0,0.2505729111618946
0.0,0.0,24.0,0.0,1.0,0.06682188295403473
0.0,0.0,34.0,0.0,1.0,0.04823143234657768
0.0,0.0,4.0,0.0,1.0,0.2932193813172694
1.0,5.0,10.0,3624.0,0.7051046997333478,0.3361570727758411
9.0,32.0,43.0,2545.1111111111113,0.6392728915396523,0.5334864442893074
2.0,11.0,46.0,10667.5,0.23642723406467292,0.04784074072948241
1.0,17.0,36.0,3862.0,0.6627529127686823,0.09987489372474015
19.0,29.0,45.0,24982.684210526317,0.013997348892234663,0.02302781358222672
0.0,0.0,48.0,0.0,1.0,0.03471324090023757
0.0,0.0,8.0,0.0,1.0,0.17458233353265432
0.0,0.0,5.0,0.0,1.0,0.2505729111618946
0.0,0.0,18.0,0.0,1.0,0.08693191160466854
0.0,0.0,14.0,0.0,1.0,0.10876141351751954
6.0,30.0,32.0,12102.5,0.9242938020685523,0.6957591920148751
1.0,1.0,10.0,4444.0,0.37965949943851723,0.18100180871161062
0.0,0.0,48.0,0.0,1.0,0.03471324090023757
0.0,0.0,44.0,0.0,1.0,0.037734899621191226
0.0,0.0,28.0,0.0,1.0,0.057895140538553574
1.0,1.0,5.0,2682.0,0.5805409933671096,0.4751834806026707
5.0,15.0,16.0,5135.8,0.9188905003181564,1.0997819117954772
1.0,7.0,29.0,0.0,0.464695239797234,0.08582189725488219
0.0,0.0,21.0,0.0,1.0,0.07556096002898345
0.0,0.0,6.0,0.0,1.0,0.21879771053871672
0.0,0.0,4.0,0.0,1.0,0.2932193813172694
0.0,0.0,40.0,0.0,1.0,0.04133287676168719
2.0,2.0,18.0,4972.5,0.1095835325718781,0.053091258476113685
0.0,0.0,38.0,0.0,1.0,0.04340210136251174
7.0,11.0,34.0,53789.42857142857,0.008817899846494604,0.007243281490521785
2.0,13.0,14.0,5933.0,0.8711856787638161,0.5271804485569629
0.0,0.0,11.0,0.0,1.0,0.134013598569496
0.0,0.0,17.0,0.0,1.0,0.09152362645688207
0.0,0.0,6.0,0.0,1.0,0.21879771053871672
3.0,22.0,37.0,4030.0,0.6586825437485306,0.23114976183217223
0.0,0.0,32.0,0.0,1.0,0.051072984617994116
1.0,2.0,3.0,2432.0,0.7907186382834527,0.9093297280228325
4.0,13.0,17.0,2523.25,0.8160226615127191,0.7558953846099621
8.0,12.0,13.0,6540.5,0.9271437744641743,2.060028590249703
1.0,1.0,33.0,3016.0,0.11261946447152212,0.018424488808270866
2.0,2.0,2.0,34044.0,0.8883069995531403,2.1550345616965196
0.0,0.0,42.0,0.0,1.0,0.03945201060666899
2.0,2.0,43.0,2031.0,0.016278974522211692,0.0035131675412753732
1.0,1.0,6.0,7964.0,0.5300737668339104,0.37937470252436517
0.0,0.0,1.0,0.0,1.0,0.6034997355386784
0.0,0.0,32.0,0.0,1.0,0.051072984617994116
6.0,14.0,14.0,5575.166666666667,0.9477455693507038,1.5085319842129399
0.0,0.0,8.0,0.0,1.0,0.17458233353265432
0.0,0.0,15.0,0.0,1.0,0.10233590644429767
0.0,0.0,50.0,0.0,1.0,0.03337691972371055
2.0,21.0,49.0,5015.0,0.5268070936082248,0.10034005210075399
25.0,31.0,31.0,23707.44,0.985187649850711,3.0141604105166286
3.0,3.0,4.0,67923.66666666667,0.8409159927781817,1.9024729784137322
1.0,4.0,27.0,2124.0,0.33928033408512664,0.06697603182094808
0.0,0.0,48.0,0.0,1.0,0.03471324090023757
0.0,0.0,44.0,0.0,1.0,0.037734899621191226
0.0,0.0,13.0,0.0,1.0,0.11604904372844141
3.0,48.0,49.0,36585.666666666664,0.9074294855186025,0.24369953706029526
5.0,16.0,19.0,2686.4,0.8685154036347635,0.8919223831119787
13.0,18.0,29.0,8578.076923076924,0.08153943880386427,0.14030468197182625
1.0,1.0,12.0,1990.0,0.327286268887517,0.13374167096610592
10.0,49.0,50.0,19894.8,0.9584772146705032,0.7659513471500361
2.0,2.0,18.0,8449.5,0.1095835325718781,0.053091258476113685
30.0,33.0,33.0,50303.2,0.9875375831236168,3.40965105882987
0.0,0.0,19.0,0.0,1.0,0.08277923225233855
1.0,40.0,40.0,4373.0,0.8439233265699577,0.11507651840454458
1.0,41.0,41.0,23947.0,0.8439233265699577,0.1124029606163089
0.0,0.0,15.0,0.0,1.0,0.10233590644429767
22.0,32.0,50.0,12936.045454545454,0.003806810979322932,0.006537005718587288
1.0,16.0,20.0,2226.0,0.8010576116659308,0.2083837507101592
4.0,4.0,45.0,4200.0,0.0010253962026056881,0.0003855748985721812
4.0,19.0,21.0,8220.75,0.8962354236862021,0.6865718579492198
1.0,1.0,13.0,1902.0,0.305174128217693,0.11639520738193151
2.0,7.0,17.0,4805.5,0.5458900478015524,0.2783446592182759
0.0,0.0,40.0,0.0,1.0,0.04133287676168719
5.0,13.0,14.0,48060.2,0.9156621264318616,1.2318487794250286
1.0,26.0,29.0,3074.0,0.823375248911959,0.15206444990736015
1.0,1.0,10.0,5940.0,0.37965949943851723,0.18100180871161062
3.0,10.0,13.0,7070.666666666667,0.825868842825361,0.7503872690260598
8.0,11.0,11.0,11936.375,0.9587273896918027,2.4544930394826645
0.0,0.0,43.0,0.0,1.0,0.03857435229142854
0.0,0.0,44.0,0.0,1.0,0.037734899621191226
2.0,42.0,42.0,34033.0,0.8883069995531403,0.19605327891106494
6.0,10.0,37.0,3873.6666666666665,0.007630857915085818,0.005010901911783528
5.0,12.0,33.0,76611.6,0.08734283466549893,0.053968344134242806
0.0,0.0,9.0,0.0,1.0,0.1585746485314385
2.0,2.0,5.0,2309.5,0.639576825772614,0.8828711656078387
8.0,8.0,38.0,12889.125,0.0001420865082036892,0.0001192093474097608
3.0,4.0,36.0,9925.333333333334,0.014357078191096806,0.0051704519777886525
3.0,8.0,8.0,2827.3333333333335,0.9130368061959211,1.2415953300653526
5.0,11.0,35.0,8359.0,0.044358930015598916,0.025933745639789313
10.0,15.0,18.0,17021.3,0.8323810657064002,1.7193670752579409
2.0,7.0,41.0,3240.0,0.13722786676197837,0.030989608347206342
0.0,0.0,14.0,0.0,1.0,0.10876141351751954
10.0,25.0,31.0,2217.8,0.7712935656784355,0.96906226833503
5.0,45.0,47.0,10138.8,0.9253929448660851,0.40896333377164107
0.0,0.0,13.0,0.0,1.0,0.11604904372844141
5.0,22.0,22.0,12953.0,0.9397268227957682,0.8451207112495694
0.0,0.0,31.0,0.0,1.0,0.05262316936346398
1.0,1.0,11.0,9404.0,0.35198472198415753,0.15489705589161953
3.0,4.0,4.0,4495.0,0.9130368061959211,2.0656377890331217
0.0,0.0,8.0,0.0,1.0,0.17458233353265432
0.0,0.0,2.0,0.0,1.0,0.4454770440154365
0.0,0.0,49.0,0.0,1.0,0.03403196538649042
2.0,13.0,18.0,3738.5,0.7946924123119614,0.38501423782251726
26.0,49.0,50.0,2552.3846153846152,0.9762658166929922,1.9751680450027298
1.0,1.0,17.0,31293.0,0.2365662670699643,0.07124527138112896
5.0,6.0,46.0,1303.6,0.0006953154283261896,0.00031366360511421817
6.0,8.0,46.0,53608.166666666664,0.000583685421188836,0.0003116820513806541
3.0,31.0,36.0,3855.3333333333335,0.865323530997199,0.3116312179065824
0.0,0.0,2.0,0.0,1.0,0.4454770440154365
1.0,1.0,27.0,2221.0,0.14300600547643383,0.028230268044280922
10.0,35.0,36.0,3190.4,0.9552874050100878,1.0431338396996395
1.0,7.0,13.0,2349.0,0.7157492610828022,0.2729909778517293
0.0,0.0,45.0,0.0,1.0,0.03693121064957513
1.0,1.0,40.0,1957.0,0.08875373943904212,0.012102368791654003
17.0,41.0,45.0,8642.64705882353,0.9058804359271165,1.3370491261233832
8.0,17.0,18.0,7087.0,0.9371388874579031,1.5656164495796954
8.0,9.0,17.0,13896.375,0.1646075061595072,0.28935143626063753
0.0,0.0,51.0,0.0,1.0,0.032746617524099464
1.0,3.0,12.0,4660.0,0.5292276060564662,0.21626261497609514
1.0,1.0,1.0,3498.0,0.8439233265699577,1.642308784064462
3.0,5.0,30.0,7070.0,0.04482685854546889,0.01915924837654211
6.0,16.0,22.0,10740.0,0.7316946952559503,0.778734296614695
0.0,0.0,9.0,0.0,1.0,0.1585746485314385
0.0,0.0,9.0,0.0,1.0,0.1585746485314385
5.0,9.0,11.0,49847.8,0.8582714262447362,1.4187846390538026
5.0,5.0,42.0,42094.4,0.0005164657203486392,0.0002540834719729995
0.0,0.0,35.0,0.0,1.0,0.046926047464446556
0.0,0.0,40.0,0.0,1.0,0.04133287676168719
1.0,1.0,1.0,2948.0,0.8439233265699577,1.642308784064462
12.0,30.0,46.0,15452.666666666666,0.1686306693516717,0.17388167885131345
0.0,0.0,3.0,0.0,1.0,0.35352312773196665
0.0,0.0,22.0,0.0,1.0,0.07240442561424894
2.0,6.0,7.0,5777.5,0.854425026765527,0.917528921959578
0.0,0.0,40.0,0.0,1.0,0.04133287676168719
0.0,0.0,44.0,0.0,1.0,0.037734899621191226
1.0,1.0,32.0,2827.0,0.11690022151011871,0.019686689206966416
1.0,1.0,1.0,7553.0,0.8439233265699577,1.642308784064462
2.0,2.0,10.0,3467.5,0.3075368422502109,0.24788405433785488
1.0,1.0,18.0,1853.0,0.22322222984973586,0.0638684508280089
0.0,0.0,10.0,0.0,1.0,0.14526118704028093
9.0,9.0,44.0,43796.0,2.5687788513211512e-05,2.0973009368108916e-05
2.0,6.0,15.0,2865.0,0.5395067429702846,0.3073336116730402
0.0,0.0,22.0,0.0,1.0,0.07240442561424894
0.0,0.0,5.0,0.0,1.0,0.2505729111618946
3.0,4.0,11.0,6319.0,0.3868494063846228,0.4052465099337381
0.0,0.0,28.0,0.0,1.0,0.057895140538553574
17.0,26.0,26.0,7803.117647058823,0.978788028608557,2.41726926018409
0.0,0.0,49.0,0.0,1.0,0.03403196538649042
15.0,23.0,24.0,18008.066666666666,0.9568057075716815,2.2519217053663
26.0,47.0,48.0,3900.076923076923,0.9757710122110429,2.0527463850634646
3.0,22.0,43.0,3649.3333333333335,0.540010172901077,0.16430708416739123
23.0,49.0,50.0,14058.04347826087,0.9748740691076266,1.7486191609060846
29.0,39.0,40.0,31252.379310344826,0.9739734045087879,2.713403092123551
1.0,3.0,9.0,2136.0,0.616970787439388,0.3208979442793717
7.0,13.0,14.0,4725.857142857143,0.9265068721998025,1.7029431435210747
20.0,50.0,50.0,12201.95,0.981745564223618,1.5356317251854896
0.0,0.0,2.0,0.0,1.0,0.4454770440154365
4.0,4.0,5.0,13093.0,0.8617926624751193,2.1524089297680686
46.0,49.0,50.0,29871.695652173912,0.9797108517915518,3.4810613786406397
0.0,0.0,0.0,0.0,1.0,0.9427904490460707
26.0,46.0,47.0,34352.769230769234,0.9755040750656062,2.093857307994031
10.0,33.0,35.0,10675.9,0.9402502185015554,1.054312450630498
5.0,39.0,40.0,5583.6,0.931772086743233,0.48014362601266286
3.0,32.0,33.0,3071.0,0.9046812736150728,0.3536349924106739
5.0,22.0,30.0,4102.8,0.7605902913467216,0.5138064746973473
9.0,32.0,33.0,27935.777777777777,0.9512975362811223,1.0194242196036631
9.0,29.0,42.0,4812.444444444444,0.4755276101254774,0.40581551440108315
0.0,0.0,13.0,0.0,1.0,0.11604904372844141
0.0,0.0,1.0,0.0,1.0,0.6034997355386784
2.0,24.0,50.0,3751.0,0.590000795709536,0.11021939920699708
32.0,34.0,34.0,13098.4375,0.9882812409885883,3.5359682902213874
7.0,44.0,51.0,6639.285714285715,0.8771816243851284,0.4902342658136164
1.0,6.0,47.0,1390.0,0.27189592781728855,0.03178367707028318
2.0,2.0,6.0,4340.0,0.5563311420829729,0.6719782926159272
8.0,41.0,41.0,15395.375,0.9587273896918027,0.7484963429244813
9.0,10.0,15.0,3801.4444444444443,0.46226420385830935,1.0145176933432192
0.0,0.0,22.0,0.0,1.0,0.07240442561424894
2.0,3.0,8.0,224.5,0.5648532719450271,0.5460474526994704
1.0,27.0,44.0,2.0,0.7344768557333492,0.09145175330074451
0.0,0.0,44.0,0.0,1.0,0.037734899621191226
1.0,38.0,51.0,1926.0,0.78245427321741,0.08456901511627808
11.0,38.0,44.0,6191.0,0.8597990174273658,0.8506242132885992
3.0,35.0,36.0,15028.333333333334,0.9053843705314814,0.3260584324306595
0.0,0.0,42.0,0.0,1.0,0.03945201060666899
0.0,0.0,10.0,0.0,1.0,0.14526118704028093
4.0,4.0,46.0,15941.0,0.0009332118291802772,0.00034362341986698546
1.0,1.0,48.0,1887.0,0.07033570571547351,0.008057705634757304
3.0,3.0,4.0,4369.666666666667,0.8409159927781817,1.9024729784137322
0.0,0.0,52.0,0.0,1.0,0.032139682637547136
0.0,0.0,11.0,0.0,1.0,0.134013598569496
0.0,0.0,4.0,0.0,1.0,0.2932193813172694
0.0,0.0,7.0,0.0,1.0,0.19419697952002046
3.0,9.0,10.0,4981.333333333333,0.8848828858801764,1.0037613243071573
0.0,0.0,18.0,0.0,1.0,0.08693191160466854
0.0,0.0,10.0,0.0,1.0,0.14526118704028093
0.0,0.0,11.0,0.0,1.0,0.134013598569496
1.0,5.0,21.0,4.0,0.4777111136869595,0.11887255834379713
0.0,0.0,23.0,0.0,1.0,0.06950117428688879
1.0,11.0,36.0,7563.0,0.5285476497581434,0.07965055955398015
1.0,1.0,3.0,2820.0,0.7006061071980012,0.8056999418813701
9.0,44.0,50.0,12087.0,0.889078811915131,0.642466258012324
1.0,14.0,23.0,4549.0,0.7373154792511009,0.16881006090244752
0.0,0.0,4.0,0.0,1.0,0.2932193813172694
0.0,0.0,18.0,0.0,1.0,0.08693191160466854
11.0,14.0,16.0,58566.09090909091,0.8853198603599505,2.2240159055775255
0.0,0.0,5.0,0.0,1.0,0.2505729111618946
4.0,24.0,27.0,3234.5,0.8885144793784713,0.5404631012653901
6.0,8.0,10.0,12139.666666666666,0.8417308904264874,1.7819132098421924
0.0,0.0,31.0,0.0,1.0,0.05262316936346398
3.0,4.0,5.0,11215.333333333334,0.8556510125036662,1.6596818420543453
0.0,0.0,38.0,0.0,1.0,0.04340210136251174
0.0,0.0,43.0,0.0,1.0,0.03857435229142854
0.0,0.0,22.0,0.0,1.0,0.07240442561424894
2.0,2.0,5.0,2934.5,0.639576825772614,0.8828711656078387
6.0,16.0,17.0,4877.166666666667,0.9269563279163627,1.2441497571651918
0.0,0.0,26.0,0.0,1.0,0.062038906268893385
0.0,0.0,2.0,0.0,1.0,0.4454770440154365
8.0,18.0,52.0,11931.125,0.004675269330075349,0.0029092417626718943
17.0,24.0,47.0,9943.70588235294,0.00062978233542772,0.0008917760064303677
0.0,0.0,43.0,0.0,1.0,0.03857435229142854
0.0,0.0,0.0,0.0,1.0,0.9427904490460707
1.0,1.0,43.0,1811.0,0.0809909991737731,0.010308294348663314
19.0,30.0,31.0,6165.526315789473,0.9654257729591397,2.257449581711936
0.0,0.0,9.0,0.0,1.0,0.1585746485314385
2.0,8.0,10.0,1111.0,0.83334378634789,0.6717004535317018
1.0,3.0,43.0,845.0,0.169182888053322,0.021533096598409948
13.0,40.0,49.0,5559.076923076923,0.7204724644346628,0.7555901919569888
0.0,0.0,1.0,0.0,1.0,0.6034997355386784
0.0,0.0,5.0,0.0,1.0,0.2505729111618946
1.0,1.0,38.0,55.0,0.09464664994780933,0.013550543870838939
0.0,0.0,15.0,0.0,1.0,0.10233590644429767
1.0,1.0,4.0,2244.0,0.637301954360317,0.6093417769093481
1.0,18.0,30.0,14800.0,0.7312111605545607,0.13082775825197282
0.0,0.0,12.0,0.0,1.0,0.12438505213273382
0.0,0.0,1.0,0.0,1.0,0.6034997355386784
0.0,0.0,52.0,0.0,1.0,0.032139682637547136
1.0,1.0,49.0,2128.0,0.06848453771344756,0.007691936427926172
4.0,14.0,20.0,4427.75,0.7538588385737762,0.6036045802286732
10.0,50.0,51.0,4181.4,0.9586334020797153,0.751679378181308
3.0,39.0,44.0,12140.0,0.8756401357174028,0.260652121820046
7.0,35.0,38.0,5182.714285714285,0.9200086420212374,0.6804928900034517
