frequency,recency,T,monetary_value,prob_alive,purchase_next_4_weeks
0.0,0.0,4.0,0.0,1.0,0.2932193813172694
3.0,15.0,17.0,5161.333333333333,0.8764147368115188,0.6294515246137674
23.0,23.0,52.0,23730.08695652174,6.989743053452397e-07,1.207515476079052e-06
2.0,6.0,10.0,37194.0,0.7380036103692013,0.5948533701385065
1.0,1.0,8.0,5132.0,0.44580611688113014,0.25509062655777365
0.0,0.0,43.0,0.0,1.0,0.03857435229142854
0.0,0.0,1.0,0.0,1.0,0.6034997355386784
0.0,0.0,25.0,0.0,1.0,0.06434158851478464
1.0,11.0,42.0,2077.0,0.47543242938192914,0.061885540170043406
6.0,40.0,42.0,24495.166666666668,0.9305580188845852,0.5418996829793906
0.0,0.0,6.0,0.0,1.0,0.21879771053871672
2.0,5.0,6.0,1888.5,0.8489411880689952,1.0254145542779245
2.0,2.0,2.0,25759.5,0.8883069995531403,2.1550345616965196
2.0,22.0,41.0,3947.0,0.6530779004738219,0.14748191335658836
4.0,4.0,28.0,27859.5,0.007651237120139743,0.004499637905684866
43.0,45.0,46.0,12093.767441860466,0.9780708821578343,3.5202341394742573
30.0,40.0,40.0,11337.7,0.9875375831236168,2.844609504114032
3.0,17.0,22.0,55560.666666666664,0.8221049535379868,0.4679526586129851
0.0,0.0,10.0,0.0,1.0,0.14526118704028093
0.0,0.0,37.0,0.0,1.0,0.044516419197481304
0.0,0.0,16.0,0.0,1.0,0.09662795499524984
2.0,11.0,16.0,1592.5,0.7783115672365922,0.4188230309342486
38.0,40.0,40.0,38873.63157894737,0.9900605608787593,3.601122564099065
0.0,0.0,29.0,0.0,1.0,0.056024200065206364
0.0,0.0,36.0,0.0,1.0,0.04568947737595556
0.0,0.0,6.0,0.0,1.0,0.21879771053871672
0.0,0.0,20.0,0.0,1.0,0.07900545654328457
3.0,14.0,14.0,86208.66666666667,0.9130368061959211,0.7780115103313688
2.0,2.0,5.0,43090.0,0.639576825772614,0.8828711656078387
0.0,0.0,13.0,0.0,1.0,0.11604904372844141
3.0,3.0,4.0,18866.0,0.8409159927781817,1.9024729784137322
2.0,2.0,2.0,82305.5,0.8883069995531403,2.1550345616965196
24.0,37.0,44.0,68887.75,0.5196346440954775,1.0979061762032674
1.0,3.0,3.0,1890.0,0.8439233265699577,0.9705153411938273
0.0,0.0,51.0,0.0,1.0,0.032746617524099464
0.0,0.0,35.0,0.0,1.0,0.046926047464446556
2.0,41.0,46.0,3768.5,0.8585148616778584,0.17371935628491492
2.0,38.0,47.0,2346.0,0.828391662015791,0.16420976432317266
4.0,5.0,16.0,3183.0,0.14015967541207844,0.13699939135849484
14.0,27.0,28.0,9065.714285714286,0.9590416885911003,1.8315732733339594
1.0,1.0,39.0,2702.0,0.09162127224429381,0.01279778764572057
17.0,17.0,17.0,20471.117647058825,0.978788028608557,3.550312969278597
1.0,1.0,25.0,22698.0,0.1562610629830731,0.0331291451471472
0.0,0.0,15.0,0.0,1.0,0.10233590644429767
6.0,18.0,20.0,16613.333333333332,0.9063970387130781,1.0517602007252758
0.0,0.0,1.0,0.0,1.0,0.6034997355386784
14.0,17.0,17.0,39039.28571428572,0.9746868603853064,2.9281535193114663
0.0,0.0,13.0,0.0,1.0,0.11604904372844141
3.0,17.0,31.0,2783.0,0.6030498990122898,0.2499641351453374
0.0,0.0,10.0,0.0,1.0,0.14526118704028093
1.0,1.0,1.0,7119.0,0.8439233265699577,1.642308784064462
1.0,1.0,18.0,4354.0,0.22322222984973586,0.0638684508280089
0.0,0.0,4.0,0.0,1.0,0.2932193813172694
0.0,0.0,2.0,0.0,1.0,0.4454770440154365
2.0,2.0,21.0,2871.0,0.07995834287378023,0.03370115190682665
0.0,0.0,9.0,0.0,1.0,0.1585746485314385
1.0,6.0,30.0,4650.0,0.409350570479009,0.07324070031195715
4.0,37.0,41.0,13164.0,0.8938222797557943,0.3672569247139173
36.0,52.0,52.0,110506.16666666667,0.989530691075193,2.6572786667719925
1.0,2.0,33.0,0.0,0.1700627698615987,0.027822185221018217
1.0,18.0,30.0,9201.0,0.7312111605545607,0.13082775825197282
9.0,19.0,22.0,37499.22222222222,0.876770727116993,1.366884436705329
1.0,1.0,40.0,573.0,0.08875373943904212,0.012102368791654003
5.0,7.0,7.0,26705.4,0.9397268227957682,2.236990952751192
0.0,0.0,24.0,0.0,1.0,0.06682188295403473
4.0,4.0,35.0,17992.0,0.0029925527907596586,0.0014282016494991377
1.0,5.0,14.0,1867.0,0.609321834766027,0.2178821840442283
5.0,21.0,50.0,3740.0,0.14805770027960272,0.06166910124982048
9.0,23.0,28.0,10739.555555555555,0.8173878899694216,1.0209890733095144
1.0,1.0,50.0,5398.0,0.06671356646038329,0.0073490581871566716
0.0,0.0,38.0,0.0,1.0,0.04340210136251174
0.0,0.0,2.0,0.0,1.0,0.4454770440154365
6.0,26.0,50.0,1732.3333333333333,0.24301180367700004,0.11981834489167191
1.0,1.0,52.0,10076.0,0.06339351197664712,0.006724907419563535
0.0,0.0,41.0,0.0,1.0,0.040370544046486996
5.0,43.0,45.0,1925.8,0.9246959522809224,0.4259833491050272
1.0,1.0,38.0,2005.0,0.09464664994780933,0.013550543870838939
5.0,15.0,17.0,1934.6,0.8933820161931635,1.0133573301333032
7.0,8.0,9.0,52501.142857142855,0.9077812954426886,2.4183646627458657
1.0,10.0,39.0,2408.0,0.471209399998725,0.06581918903911162
2.0,2.0,52.0,11612.0,0.010461590473367794,0.001882101092708944
0.0,0.0,16.0,0.0,1.0,0.09662795499524984
2.0,10.0,48.0,5153.5,0.18614317907953914,0.03616209098708313
1.0,39.0,43.0,1864.0,0.825311181132448,0.10504316122959019
11.0,13.0,49.0,6185.454545454545,1.987400026809612e-05,1.7742348343582848e-05
0.0,0.0,36.0,0.0,1.0,0.04568947737595556
0.0,0.0,13.0,0.0,1.0,0.11604904372844141
0.0,0.0,1.0,0.0,1.0,0.6034997355386784
0.0,0.0,52.0,0.0,1.0,0.032139682637547136
10.0,47.0,51.0,2611.0,0.9253309190393438,0.725566382651033
0.0,0.0,4.0,0.0,1.0,0.2932193813172694
0.0,0.0,2.0,0.0,1.0,0.4454770440154365
4.0,10.0,19.0,7435.75,0.502218064437399,0.4211565407546872
10.0,11.0,12.0,6340.9,0.9270257667153667,2.7262201076874715
0.0,0.0,5.0,0.0,1.0,0.2505729111618946
1.0,1.0,19.0,2128.0,0.21105001957584624,0.057513143427660805
3.0,35.0,39.0,2613.0,0.8802102134832533,0.2938674513648187
1.0,1.0,1.0,2042.0,0.8439233265699577,1.642308784064462
1.0,1.0,26.0,2090.0,0.14939212045330097,0.030542949259027567
0.0,0.0,45.0,0.0,1.0,0.03693121064957513
0.0,0.0,45.0,0.0,1.0,0.03693121064957513
1.0,3.0,5.0,3157.0,0.7617908770260817,0.6235398439946293
2.0,4.0,41.0,10731.5,0.05241386170891435,0.011836408192085455
0.0,0.0,40.0,0.0,1.0,0.04133287676168719
9.0,10.0,10.0,16991.444444444445,0.9626519348150782,2.9825466147319926
0.0,0.0,8.0,0.0,1.0,0.17458233353265432
12.0,29.0,31.0,3355.9166666666665,0.9381824360875888,1.404319366251914
0.0,0.0,43.0,0.0,1.0,0.03857435229142854
0.0,0.0,36.0,0.0,1.0,0.04568947737595556
3.0,5.0,9.0,7837.333333333333,0.6701114885288008,0.8288390151880967
2.0,3.0,3.0,6249.5,0.8883069995531403,1.719078227262154
0.0,0.0,30.0,0.0,1.0,0.05427043530219012
1.0,6.0,28.0,2013.0,0.4322506245885916,0.0824878243680109
2.0,3.0,43.0,23719.5,0.02951276692860313,0.006369153946725828
0.0,0.0,17.0,0.0,1.0,0.09152362645688207
1.0,4.0,46.0,87.0,0.1980697370027883,0.023635571095310056
0.0,0.0,29.0,0.0,1.0,0.056024200065206364
4.0,5.0,7.0,7884.25,0.7993558523161997,1.5551906356465206
26.0,34.0,35.0,10595.346153846154,0.9707171639881453,2.754974181975655
0.0,0.0,7.0,0.0,1.0,0.19419697952002046
0.0,0.0,49.0,0.0,1.0,0.03403196538649042
0.0,0.0,11.0,0.0,1.0,0.134013598569496
1.0,1.0,2.0,5340.0,0.7700577622420821,1.1120945486252347
1.0,5.0,47.0,2075.0,0.23333427801261167,0.027275955919296276
4.0,5.0,7.0,16117.75,0.7993558523161997,1.5551906356465206
5.0,14.0,23.0,4971.0,0.5650360730835039,0.4879420373411771
22.0,27.0,46.0,33232.63636363636,0.0006245132601860271,0.0011613261107462668
3.0,13.0,18.0,4438.0,0.7917100192375343,0.5403222000795241
0.0,0.0,5.0,0.0,1.0,0.2505729111618946
0.0,0.0,28.0,0.0,1.0,0.057895140538553574
39.0,47.0,48.0,10573.615384615385,0.9785853036288311,3.0705677153287643
1.0,1.0,5.0,13.0,0.5805409933671096,0.4751834806026707
1.0,5.0,43.0,4569.0,0.25611912463695885,0.03259808314520341
1.0,10.0,17.0,32.0,0.7324541962896902,0.22058892265257896
1.0,1.0,1.0,2200.0,0.8439233265699577,1.642308784064462
0.0,0.0,15.0,0.0,1.0,0.10233590644429767
0.0,0.0,14.0,0.0,1.0,0.10876141351751954
0.0,0.0,4.0,0.0,1.0,0.2932193813172694
0.0,0.0,40.0,0.0,1.0,0.04133287676168719
22.0,48.0,50.0,3110.090909090909,0.9603484626955009,1.6490977425922928
23.0,37.0,43.0,14989.478260869566,0.6738104198407716,1.3956065258182304
18.0,50.0,51.0,30395.666666666668,0.9715595972533877,1.3452930088145922
2.0,28.0,33.0,1883.0,0.8445897038798802,0.23421282147024
3.0,22.0,40.0,4951.666666666667,0.5986684237125055,0.1951270022500314
7.0,35.0,36.0,9712.857142857143,0.9441970767568938,0.7349647093902194
0.0,0.0,1.0,0.0,1.0,0.6034997355386784
0.0,0.0,40.0,0.0,1.0,0.04133287676168719
0.0,0.0,1.0,0.0,1.0,0.6034997355386784
1.0,1.0,25.0,47799.0,0.1562610629830731,0.0331291451471472
2.0,4.0,36.0,12123.0,0.06976484643429345,0.017822692800124978
7.0,14.0,14.0,5080.428571428572,0.9538812148660771,1.7532578800337637
