player_id_cat,deposit_approved_sum,withdrawal_approved_sum,turnover_cash_sum,winning_cash_sum,result_cash_sum,NGR_sum,bonus_cash_sum,session_sum,female,male
1,87,146,309,337,28,-29,106,81819,1.0,0.0
2,1915,109,5003,3197,-1806,1785,98,28623,0.0,1.0
4,91,0,280,189,-91,90,0,5468,0.0,1.0
8,59,0,103,45,-58,59,41,2122,1.0,0.0
9,1885,1345,8751,8036,-715,513,69,23072,0.0,1.0
10,1156,0,7980,6825,-1155,1155,0,8271,0.0,1.0
12,30,169,475,417,-58,-149,0,19739,0.0,1.0
13,419,1345,1116,1390,274,-1003,0,13339,1.0,0.0
14,191,0,458,267,-191,182,44,10075,0.0,1.0
15,221,0,696,467,-229,223,62,47533,0.0,1.0
17,177,0,507,330,-177,173,30,12938,0.0,1.0
18,0,0,1,0,-1,1,0,1803,0.0,1.0
19,1532,0,5748,4214,-1534,1530,36,42170,1.0,0.0
20,1240,0,8044,6806,-1238,1240,99,196559,0.0,1.0
21,60,0,155,97,-58,58,0,4702,1.0,0.0
22,293,0,25398,25187,-211,200,0,26972,0.0,1.0
23,0,0,1,0,-1,0,0,3889,0.0,1.0
24,119,0,372,255,-117,117,45,8335,1.0,0.0
25,1591,1659,13045,13105,60,-90,98,74427,1.0,0.0
26,1332,267,7010,5944,-1066,1065,34,30686,1.0,0.0
27,324,0,1882,1559,-323,323,0,20829,0.0,1.0
29,19558,0,294277,275530,-18747,13051,337,1224349,0.0,1.0
32,30,0,50,19,-31,30,28,4618,1.0,0.0
33,87,0,496,409,-87,87,7,3520,0.0,1.0
34,0,0,3171,2217,-954,944,0,5586,0.0,1.0
35,7192,1207,58221,52236,-5985,5965,94,106617,0.0,1.0
36,131,0,468,338,-130,131,0,5637,1.0,0.0
37,209,0,659,450,-209,188,0,5439,0.0,1.0
39,26754,26762,142018,142025,7,-49,617,1897557,0.0,1.0
40,12301,0,72327,60025,-12302,12301,123,70034,1.0,0.0
41,30,0,43,13,-30,29,0,3288,0.0,1.0
42,0,0,1,0,-1,1,17,1893,0.0,1.0
43,29,0,52,18,-34,29,0,2434,0.0,1.0
44,446,0,834,388,-446,399,0,3259,0.0,1.0
45,904,0,2097,1193,-904,904,0,4447,0.0,1.0
46,639,302,2203,1866,-337,320,49,26151,0.0,1.0
47,455,0,2444,1994,-450,445,0,16169,0.0,1.0
48,58,0,383,325,-58,58,31,2772,0.0,1.0
50,10701,5316,61970,57465,-4505,4433,318,111188,1.0,0.0
52,241,0,940,699,-241,241,0,9011,1.0,0.0
53,3298,0,19189,15892,-3297,3216,25,47003,0.0,1.0
55,173,0,586,412,-174,170,0,8503,0.0,1.0
56,2687,0,12546,9827,-2719,2688,88,82864,0.0,1.0
57,87,0,126,39,-87,81,0,2386,1.0,0.0
58,149,0,282,133,-149,144,0,7038,1.0,0.0
59,236,236,704,703,-1,1,0,9375,1.0,0.0
60,120,0,259,138,-121,121,0,7389,1.0,0.0
61,589,0,912,328,-584,584,0,3172,1.0,0.0
62,45,0,49,6,-43,39,29,290,1.0,0.0
63,13127,15874,106963,109716,2753,-2784,210,326130,0.0,1.0
64,3805,646,8671,5513,-3158,3159,18,28633,1.0,0.0
66,8664,0,60018,51290,-8728,8664,5,25420,0.0,1.0
67,74,0,98,24,-74,60,43,2749,0.0,1.0
68,150,0,559,410,-149,149,0,8716,1.0,0.0
69,7623,7527,60825,60728,-97,-152,131,375174,0.0,1.0
73,44,0,213,169,-44,44,41,1169,0.0,1.0
74,527,0,940,405,-535,527,95,16237,0.0,1.0
75,89,0,127,38,-89,89,0,2407,1.0,0.0
76,151,0,226,76,-150,145,0,2405,1.0,0.0
78,54426,40573,433944,420092,-13852,13697,1003,4697230,0.0,1.0
79,18894,19116,44404,44625,221,-223,499,290082,0.0,1.0
80,176,0,254,78,-176,176,0,2445,0.0,1.0
84,30,0,36,5,-31,29,0,741,1.0,0.0
85,147,294,184,329,145,-147,13,1878,1.0,0.0
86,321,0,1007,672,-335,321,0,10509,1.0,0.0
88,287,287,1271,1271,0,0,0,13405,1.0,0.0
89,1175,469,14606,13894,-712,662,124,281371,1.0,0.0
91,500,385,1516,1401,-115,115,14,5391,1.0,0.0
92,0,0,5,2,-3,0,0,3760,1.0,0.0
93,30,0,75,40,-35,30,0,1776,0.0,1.0
94,733,0,2236,1502,-734,714,0,45261,0.0,1.0
95,30,0,40,10,-30,23,0,4555,1.0,0.0
96,59,0,114,54,-60,59,0,3719,1.0,0.0
97,18212,14163,67357,63263,-4094,3104,281,534658,0.0,1.0
99,180,601,1790,2211,421,-421,0,5472,0.0,1.0
100,147,0,550,403,-147,147,0,4109,0.0,1.0
102,58,79,441,430,-11,-21,34,11022,1.0,0.0
103,90,0,303,213,-90,90,0,11856,0.0,1.0
105,447,0,1065,616,-449,450,21,17881,0.0,1.0
106,4848,3624,12425,11201,-1224,1203,0,32476,0.0,1.0
109,59,0,390,331,-59,45,0,7465,0.0,1.0
110,120,271,358,509,151,-151,0,3516,0.0,1.0
111,59,0,116,56,-60,59,0,1105,1.0,0.0
113,135153,145611,710916,721337,10421,-10662,257,835252,0.0,1.0
114,58,0,87,22,-65,58,54,8067,0.0,1.0
115,12953,2682,203554,193287,-10267,9340,243,538443,1.0,0.0
117,1780,0,5915,4615,-1300,1301,27,21110,0.0,1.0
118,31,0,58,28,-30,26,0,2298,1.0,0.0
120,980,293,4292,3607,-685,686,18,30151,1.0,0.0
121,29,0,310,276,-34,29,0,3639,0.0,1.0
123,903,0,1900,997,-903,903,0,2432,0.0,1.0
125,15262,13719,105626,104083,-1543,1542,219,423673,0.0,1.0
126,584,155,1646,1221,-425,425,48,10420,0.0,1.0
127,1646,1106,9509,8965,-544,289,111,110449,0.0,1.0
128,10724,14648,155418,161285,5867,-5893,227,413038,0.0,1.0
130,61,0,76,15,-61,61,0,2227,1.0,0.0
133,473,1680,1082,2290,1208,-1216,110,36686,0.0,1.0
134,45,0,45,0,-45,44,0,2333,0.0,1.0
135,353,276,1305,1229,-76,72,71,34278,0.0,1.0
137,851,739,3210,3099,-111,111,48,12332,0.0,1.0
140,1475,504,7309,6337,-972,849,180,71854,0.0,1.0
142,184,0,205,21,-184,184,0,6296,0.0,1.0
143,401,0,1206,804,-402,401,24,15563,1.0,0.0
144,14353,12955,57322,55885,-1437,1399,241,675130,0.0,1.0
145,265,0,707,441,-266,266,34,12960,0.0,1.0
147,44,0,44,0,-44,41,0,2390,1.0,0.0
148,6718,5211,26755,25248,-1507,1508,0,19192,0.0,1.0
151,45,0,107,43,-64,38,0,2754,0.0,1.0
152,29,0,224,194,-30,29,0,3052,0.0,1.0
154,1363,3088,8695,10416,1721,-2008,96,66102,0.0,1.0
155,30,0,58,28,-30,29,0,2196,1.0,0.0
159,3352,6605,3318,6570,3252,-3253,110,26744,1.0,0.0
160,1659,587,10709,9051,-1658,1658,0,11960,1.0,0.0
161,3963,3296,8846,8188,-658,655,150,143023,0.0,1.0
163,59,0,114,56,-58,58,3,2688,1.0,0.0
165,2888,1022,21160,19400,-1760,1519,83,385253,0.0,1.0
166,30,0,41,11,-30,30,0,9861,1.0,0.0
167,12951,13821,42854,43914,1060,-1437,827,803968,0.0,1.0
168,1843,10723,17060,25943,8883,-8881,5,53826,1.0,0.0
170,60,0,439,379,-60,60,0,3913,1.0,0.0
172,294,1411,2064,3180,1116,-1118,10,17563,0.0,1.0
173,721,961,3596,3838,242,-265,98,57414,0.0,1.0
174,8330,0,109275,100940,-8335,8335,40,72013,1.0,0.0
175,151,0,410,260,-150,150,0,731,0.0,1.0
179,119,0,696,578,-118,118,0,7445,1.0,0.0
180,671,0,1427,756,-671,664,0,8802,1.0,0.0
181,180,0,472,291,-181,180,0,3601,0.0,1.0
182,253,0,478,226,-252,252,12,2978,1.0,0.0
185,30,136,739,696,-43,-104,83,14753,0.0,1.0
186,120,0,228,108,-120,120,0,4555,0.0,1.0
188,1704,0,3431,1728,-1703,1704,10,10417,1.0,0.0
189,92,0,239,146,-93,92,43,10800,0.0,1.0
190,116,343,2200,2427,227,-227,0,14310,0.0,1.0
191,19824,18496,83141,81810,-1331,1326,23,296860,0.0,1.0
192,1518,352,5838,4671,-1167,1081,27,28206,0.0,1.0
194,29,0,71,39,-32,29,0,6232,0.0,1.0
195,58,0,167,109,-58,58,0,3651,0.0,1.0
196,46019,41185,270036,265132,-4904,4658,227,710669,0.0,1.0
197,29,0,73,44,-29,25,0,2304,0.0,1.0
201,30,0,70,27,-43,30,9,10375,0.0,1.0
204,1311,176,14129,12992,-1137,1135,54,56644,0.0,1.0
205,2800,2744,8288,8233,-55,53,227,187547,0.0,1.0
209,2336,884,9747,8288,-1459,1450,58,175939,0.0,1.0
210,4678,5722,48783,49827,1044,-1043,0,37144,1.0,0.0
211,170,0,1065,864,-201,170,11,33703,1.0,0.0
213,3235,12658,20709,30132,9423,-9442,92,86068,0.0,1.0
217,150,0,4676,4526,-150,152,2,30232,0.0,1.0
218,45,0,67,23,-44,44,0,2362,0.0,1.0
221,90,0,297,211,-86,86,35,8345,0.0,1.0
222,89,0,313,223,-90,87,9,8652,0.0,1.0
224,122,122,180,180,0,0,0,6233,0.0,1.0
226,1327,0,20000,19420,-580,-869,23,16502,0.0,1.0
228,454,1516,1805,2871,1066,-1067,0,9004,1.0,0.0
230,105,0,328,224,-104,105,0,8381,0.0,1.0
236,7230,7827,21511,22107,596,-1894,0,91310,0.0,1.0
239,146,0,250,104,-146,146,0,3207,0.0,1.0
240,1126,0,8959,7834,-1125,1126,33,29933,0.0,1.0
243,61,61,50,50,0,0,0,9234,0.0,1.0
244,225,0,2309,2083,-226,218,0,10973,0.0,1.0
245,0,0,1,0,-1,0,63,4569,0.0,1.0
246,33549,34323,85952,86567,615,-865,344,613678,0.0,1.0
248,150,150,517,518,1,0,24,5892,0.0,1.0
251,60,60,96,96,0,0,0,2758,0.0,1.0
255,2273,752,15129,13615,-1514,1475,0,76710,0.0,1.0
256,60,0,70,10,-60,56,0,4557,0.0,1.0
257,29,0,29,0,-29,28,0,3487,0.0,1.0
259,177,0,213,35,-178,164,0,6616,0.0,1.0
260,118,110,162,155,-7,8,40,17072,0.0,1.0
262,89,0,178,85,-93,77,0,3035,0.0,1.0
263,517,0,1105,588,-517,510,0,9784,0.0,1.0
264,133,0,239,105,-134,134,0,10691,0.0,1.0
268,60,0,236,176,-60,55,0,2848,0.0,1.0
270,2613,0,6337,3692,-2645,2613,43,18372,0.0,1.0
271,88,0,215,127,-88,88,0,2597,0.0,1.0
272,890,263,3233,2607,-626,626,1,72933,1.0,0.0
273,210,0,694,484,-210,210,0,3040,0.0,1.0
274,150,59,706,617,-89,90,37,8818,0.0,1.0
275,64,0,193,130,-63,62,0,3550,1.0,0.0
276,58,0,115,57,-58,57,0,3301,1.0,0.0
278,3430,0,22316,18886,-3430,3430,0,40104,0.0,1.0
280,75,0,294,219,-75,73,68,17435,0.0,1.0
281,239,0,1039,800,-239,239,18,12226,1.0,0.0
283,12543,8165,49430,45053,-4377,4376,30,97087,1.0,0.0
284,5130,4992,30173,29994,-179,145,398,523526,0.0,1.0
285,648,0,2700,2053,-647,601,99,39465,0.0,1.0
286,850,1915,1342,1212,-130,132,146,206988,0.0,1.0
288,146,0,291,145,-146,146,0,4971,0.0,1.0
289,30,149,82,202,120,-120,4,3791,1.0,0.0
290,510,403,783,643,-140,107,26,24604,0.0,1.0
291,59,0,1122,1066,-56,-6,0,4641,0.0,1.0
292,1633,2385,3608,4359,751,-753,28,17632,0.0,1.0
294,58,0,182,117,-65,54,0,8710,0.0,1.0
295,148,355,211,419,208,-207,0,1173,0.0,1.0
296,1132,2290,9938,11217,1279,-1282,145,151040,1.0,0.0
298,44767,39277,317363,311707,-5656,5495,1016,1551160,1.0,0.0
299,1432,0,7612,6262,-1350,1329,26,25545,0.0,1.0
300,12015,2927,80983,71895,-9088,9088,0,23780,0.0,1.0
301,3556,1194,13399,11043,-2356,2305,106,260429,0.0,1.0
303,1815,0,6131,4317,-1814,1773,0,23033,0.0,1.0
304,89,0,142,53,-89,89,0,2120,0.0,1.0
305,175,0,417,243,-174,174,0,4404,0.0,1.0
307,75,0,186,111,-75,61,13,2633,0.0,1.0
308,60,0,132,72,-60,53,0,2122,1.0,0.0
309,30,0,38,8,-30,30,0,2464,0.0,1.0
310,1485,398,7083,5996,-1087,1084,0,135877,0.0,1.0
311,22999,24688,302574,304102,1528,-4882,447,1146575,1.0,0.0
312,210,0,1307,1098,-209,210,79,47881,1.0,0.0
313,3639,1060,15753,13359,-2394,2391,57,39713,0.0,1.0
314,647,0,987,340,-647,647,18,4384,1.0,0.0
315,102,0,274,169,-105,91,0,968,0.0,1.0
318,764,705,3407,3349,-58,45,87,26605,0.0,1.0
319,60,0,97,37,-60,60,0,2350,0.0,1.0
320,60,0,838,779,-59,59,0,5059,0.0,1.0
322,207,0,801,594,-207,206,0,12333,1.0,0.0
325,146,63,94,11,-83,82,0,5758,1.0,0.0
327,60,0,72,12,-60,60,19,2568,1.0,0.0
328,61,0,109,49,-60,58,30,8092,0.0,1.0
329,1998,3789,12067,13860,1793,-1793,125,60050,0.0,1.0
330,250,0,1433,1087,-346,249,65,22838,1.0,0.0
331,20214,15132,73369,68286,-5083,5081,215,307808,0.0,1.0
332,1553,0,11508,9957,-1551,1554,197,255816,1.0,0.0
334,149,74,622,548,-74,74,0,6253,0.0,1.0
336,558,234,2671,2345,-326,323,0,24100,0.0,1.0
337,11240,7846,41881,38319,-3562,3342,714,566162,1.0,0.0
338,2438,1949,15037,14548,-489,487,34,91902,0.0,1.0
341,89,0,153,64,-89,89,0,2874,0.0,1.0
342,281,0,390,109,-281,281,41,2543,0.0,1.0
343,60,0,231,169,-62,59,27,9416,0.0,1.0
346,59,0,60,31,-29,29,0,4744,0.0,1.0
348,555,749,8684,8878,194,-198,4,64390,0.0,1.0
349,117,204,323,410,87,-87,21,10778,0.0,1.0
350,512,0,1271,761,-510,485,0,19920,0.0,1.0
351,16899,15115,77749,75959,-1790,1779,687,534003,0.0,1.0
352,6347,5341,25839,24802,-1037,997,553,343782,0.0,1.0
353,18209,16303,82157,80254,-1903,1749,96,175504,0.0,1.0
357,60,0,176,116,-60,60,0,3392,0.0,1.0
359,118,89,315,287,-28,29,28,4098,0.0,1.0
361,59,0,108,49,-59,52,0,609,0.0,1.0
362,30,0,67,38,-29,26,0,858,0.0,1.0
364,29,0,670,603,-67,20,0,9988,1.0,0.0
365,5102,3101,27400,25565,-1835,1837,32,150009,0.0,1.0
367,73,199,66,192,126,-126,0,2511,0.0,1.0
368,269,364,1314,1409,95,-100,0,8139,0.0,1.0
370,17507,12879,120556,115859,-4697,4259,610,1712125,1.0,0.0
371,90,0,441,350,-91,82,0,9011,0.0,1.0
373,61,0,89,28,-61,61,11,3436,0.0,1.0
374,89,59,142,113,-29,20,0,4630,1.0,0.0
375,1296,3194,14370,16269,1899,-1927,0,26517,0.0,1.0
376,59,0,207,149,-58,58,37,8195,0.0,1.0
377,952,941,1845,1838,-7,6,0,15862,0.0,1.0
378,1110,668,3344,2868,-476,412,154,187096,0.0,1.0
379,136,0,389,253,-136,135,17,3939,0.0,1.0
380,11714,8620,96297,93207,-3090,2897,436,376090,1.0,0.0
383,176,88,540,452,-88,87,0,12020,1.0,0.0
386,60,0,266,206,-60,60,0,6184,0.0,1.0
387,7794,3160,57055,52410,-4645,4634,311,557263,0.0,1.0
388,117,0,411,649,238,-238,0,3565,1.0,0.0
389,58,0,108,50,-58,58,49,8445,0.0,1.0
390,293,0,1389,1097,-292,292,0,4149,0.0,1.0
391,5838,1050,29914,25124,-4790,4741,23,92591,0.0,1.0
397,934,0,4307,3372,-935,933,28,22357,0.0,1.0
399,30,0,197,138,-59,59,24,8797,0.0,1.0
400,673,481,5420,5226,-194,-34,62,70390,0.0,1.0
402,88,9,190,109,-81,79,11,2753,0.0,1.0
403,450,0,790,340,-450,450,16,13564,1.0,0.0
404,25330,17799,170685,163137,-7548,7396,345,353745,0.0,1.0
405,60,0,172,111,-61,43,47,6166,1.0,0.0
406,4674,752,25978,21895,-4083,3873,190,156619,1.0,0.0
407,60,0,132,73,-59,60,0,5004,1.0,0.0
408,1671,0,18853,17194,-1659,1657,11,84153,1.0,0.0
410,149,0,440,292,-148,145,19,13993,0.0,1.0
412,38412,20649,193313,175548,-17765,17763,9,103967,1.0,0.0
413,612,0,1880,1267,-613,612,0,15360,0.0,1.0
414,30,120,129,217,88,-94,0,3148,1.0,0.0
415,30,0,463,428,-35,30,0,8691,1.0,0.0
416,720,306,16914,16499,-415,414,0,48861,0.0,1.0
418,151,0,593,442,-151,150,2,3255,0.0,1.0
419,30,0,34,2,-32,30,12,12674,0.0,1.0
421,2797,639,7753,5591,-2162,2101,62,12538,1.0,0.0
422,3342,1911,27257,25863,-1394,1387,217,381973,0.0,1.0
423,89,0,228,139,-89,88,0,6697,0.0,1.0
424,369,215,1469,1316,-153,153,10,27735,1.0,0.0
425,293,0,2077,1771,-306,293,0,6467,0.0,1.0
426,1282,0,6924,5642,-1282,1282,0,20384,0.0,1.0
428,60,0,277,188,-89,61,164,89286,0.0,1.0
429,193,152,471,424,-47,30,0,11315,1.0,0.0
431,90,0,90,5,-85,85,0,2113,0.0,1.0
433,717,0,5198,4483,-715,707,60,29669,0.0,1.0
434,30,0,45,15,-30,30,0,540,0.0,1.0
435,60,0,297,237,-60,60,0,3095,0.0,1.0
436,497,88,2000,1591,-409,406,93,58865,0.0,1.0
437,2055,474,6480,4902,-1578,1580,184,69953,0.0,1.0
439,59,0,227,168,-59,54,0,2773,0.0,1.0
440,44,0,78,34,-44,44,37,6366,0.0,1.0
441,194,0,1664,1469,-195,194,40,16982,0.0,1.0
442,30,60,64,94,30,-30,0,10460,0.0,1.0
444,236,148,1902,1784,-118,87,8,14954,0.0,1.0
445,90,0,240,150,-90,84,19,2550,0.0,1.0
446,59,59,137,137,0,0,0,3339,0.0,1.0
447,118,107,313,301,-12,12,0,6954,0.0,1.0
452,9349,4424,32310,27383,-4927,4923,173,179577,0.0,1.0
453,294,0,611,318,-293,294,0,3795,0.0,1.0
454,1418,0,2804,1360,-1444,1399,80,42710,0.0,1.0
456,119,0,207,88,-119,101,0,10999,0.0,1.0
457,0,0,127,100,-27,28,0,2714,0.0,1.0
458,3159,846,10787,8472,-2315,1365,0,15670,0.0,1.0
459,177,0,251,77,-174,175,0,2845,0.0,1.0
461,1376,539,5686,4848,-838,779,0,52377,0.0,1.0
462,746,0,1960,1200,-760,732,0,9143,1.0,0.0
464,29,0,40,10,-30,29,0,2498,0.0,1.0
465,9460,6586,30702,27828,-2874,2615,34,42508,1.0,0.0
466,3869,849,23479,20456,-3023,2989,272,284120,0.0,1.0
468,122,0,147,30,-117,113,0,2261,0.0,1.0
470,2106,1803,21310,21008,-302,302,8,20989,0.0,1.0
471,601,0,5875,5274,-601,601,65,14717,0.0,1.0
472,3362,2056,20231,18925,-1306,1243,175,91917,0.0,1.0
474,1482,0,10421,8942,-1479,1475,0,25883,0.0,1.0
475,10646,1482,51930,42299,-9631,9158,187,123493,0.0,1.0
476,1056,668,4572,4181,-391,389,21,41298,0.0,1.0
477,148,0,1284,1139,-145,137,38,7307,0.0,1.0
478,118,0,406,288,-118,118,35,3306,1.0,0.0
479,10613,9350,59976,58665,-1311,1249,887,415520,0.0,1.0
482,119,0,89,0,-89,88,0,6766,0.0,1.0
483,73,0,78,5,-73,73,0,5713,1.0,0.0
487,118,0,1845,1727,-118,118,0,7738,0.0,1.0
489,958,898,4845,4786,-59,59,0,32758,0.0,1.0
490,105,60,636,591,-45,-9,0,4186,0.0,1.0
491,2265,0,9513,7220,-2293,2260,67,79792,0.0,1.0
493,2839,1114,9448,7704,-1744,1725,455,353019,0.0,1.0
494,19947,9759,177619,166504,-11115,9257,270,607580,0.0,1.0
495,29,0,219,189,-30,17,1,7873,0.0,1.0
496,700,0,2773,2072,-701,589,31,25649,1.0,0.0
497,752,0,9416,8610,-806,272,107,67189,0.0,1.0
499,1626,0,1719,7622,5903,-5902,0,5032,0.0,1.0
500,30,60,61,91,30,-30,0,4571,0.0,1.0
501,3453,1566,19717,17830,-1887,1887,0,64870,1.0,0.0
502,634,325,2870,2561,-309,292,48,29681,1.0,0.0
503,1047,553,4033,3536,-497,494,84,37610,0.0,1.0
504,132,0,262,144,-118,117,49,19931,0.0,1.0
505,388,0,801,414,-387,387,21,5380,0.0,1.0
506,323,59,790,525,-265,265,27,19696,0.0,1.0
507,222,0,482,280,-202,196,10,13819,1.0,0.0
511,59,0,93,63,-30,30,0,3755,1.0,0.0
512,308,355,1405,1452,47,-50,84,53116,1.0,0.0
513,60,0,61,3,-58,58,37,2083,0.0,1.0
515,650,0,5598,4949,-649,648,0,11607,0.0,1.0
516,585,0,4748,4131,-617,586,12,98759,1.0,0.0
518,29,0,86,57,-29,29,5,4069,0.0,1.0
520,134,0,219,86,-133,107,16,8636,0.0,1.0
521,8416,15033,94096,100681,6585,-7319,0,168354,1.0,0.0
523,2032,1795,6329,6092,-237,224,0,14470,0.0,1.0
524,89,387,2196,2462,266,-424,0,24049,1.0,0.0
525,548,509,3504,3438,-66,36,16,80231,0.0,1.0
528,147,0,444,299,-145,145,0,13666,1.0,0.0
529,30,0,84,54,-30,30,11,3909,1.0,0.0
531,5379,439,6527,6079,-448,440,28,44574,0.0,1.0
533,841,0,14891,14080,-811,811,31,71552,1.0,0.0
534,2293,1680,5317,4836,-481,467,186,184724,1.0,0.0
536,151,0,579,428,-151,147,0,5675,0.0,1.0
537,7286,3834,33547,30095,-3452,3407,15,126937,0.0,1.0
538,613,207,1600,1192,-408,406,165,54380,0.0,1.0
540,59,0,74,14,-60,59,0,1361,0.0,1.0
541,2051,605,12297,10849,-1448,1446,9,23560,1.0,0.0
543,1030,765,3968,3701,-267,267,37,122939,0.0,1.0
545,412,0,1513,1102,-411,411,112,17666,1.0,0.0
546,1721,2330,11707,12322,615,-614,56,115323,0.0,1.0
548,2491,751,6870,5104,-1766,1740,0,15282,0.0,1.0
549,105,0,668,564,-104,104,0,4688,1.0,0.0
550,2389,1031,6914,5556,-1358,1357,0,13873,0.0,1.0
551,438,0,1036,600,-436,437,12,4318,0.0,1.0
552,29,0,48,18,-30,29,0,2375,1.0,0.0
553,30,0,64,34,-30,29,0,5264,0.0,1.0
555,337,0,1430,1084,-346,337,165,77598,0.0,1.0
556,2332,214,12702,10584,-2118,2118,112,73397,0.0,1.0
557,6211,6349,30126,30259,133,-1333,145,114232,1.0,0.0
559,296,0,1190,895,-295,294,0,18250,0.0,1.0
560,1174,0,11473,10299,-1174,1127,0,32262,0.0,1.0
561,299,0,2502,2199,-303,298,0,2011,0.0,1.0
565,68,0,704,635,-69,23,0,6452,1.0,0.0
566,90,0,139,48,-91,90,14,2519,0.0,1.0
567,208,417,305,513,208,-208,68,15672,1.0,0.0
572,147,0,804,657,-147,147,0,10532,0.0,1.0
573,341,230,560,449,-111,111,23,19043,0.0,1.0
575,400,1190,2335,3127,792,-796,71,28296,0.0,1.0
576,88,0,425,337,-88,87,0,3890,0.0,1.0
577,119,0,439,320,-119,119,0,8570,0.0,1.0
580,3492,2385,27814,25375,-2439,1100,34,48984,0.0,1.0
581,1372,936,3706,3269,-437,375,104,62134,0.0,1.0
582,89,0,115,26,-89,89,0,8039,0.0,1.0
586,1833,0,14804,12968,-1836,1804,23,161674,0.0,1.0
590,300,0,2170,1873,-297,250,48,9771,0.0,1.0
591,449,0,916,467,-449,449,24,5541,0.0,1.0
593,88,0,119,31,-88,88,0,2322,1.0,0.0
596,1091,685,4020,3614,-406,399,0,22443,0.0,1.0
597,4560,1728,16863,14046,-2817,2819,29,64796,0.0,1.0
602,610,0,2196,1586,-610,609,12,11094,0.0,1.0
603,59,0,87,28,-59,59,45,2169,1.0,0.0
604,1157,0,2531,1374,-1157,1045,4,8724,0.0,1.0
605,178,0,378,199,-179,178,0,7075,1.0,0.0
607,1310,3046,6453,8190,1737,-1735,0,10284,0.0,1.0
608,177,0,1161,983,-178,169,0,21027,1.0,0.0
609,639,0,2390,1754,-636,636,21,11132,1.0,0.0
610,180,0,1030,851,-179,178,0,19939,1.0,0.0
611,426,0,1332,905,-427,424,0,5210,0.0,1.0
612,234,0,1744,1510,-234,234,22,9693,1.0,0.0
613,13766,8783,65395,60410,-4985,3611,251,261598,0.0,1.0
614,59,0,86,27,-59,59,43,2378,0.0,1.0
615,1806,301,6612,5096,-1516,1495,0,9407,0.0,1.0
616,92,0,351,259,-92,79,0,1378,0.0,1.0
617,576,471,3272,3168,-104,106,65,63961,1.0,0.0
618,120,0,631,512,-119,85,0,20890,0.0,1.0
619,356,0,1615,1259,-356,356,0,4072,0.0,1.0
620,1300,0,7533,6232,-1301,1226,62,23313,1.0,0.0
621,59,0,107,48,-59,59,0,3299,1.0,0.0
623,3519,2058,13267,11806,-1461,1461,6,91502,0.0,1.0
624,119,60,80,22,-58,58,0,5126,0.0,1.0
625,12082,16596,122391,126879,4488,-4544,120,386969,0.0,1.0
627,148,0,400,252,-148,148,0,2646,0.0,1.0
628,591,533,4515,4457,-58,19,0,13000,1.0,0.0
630,22710,14874,281041,276226,-4815,4761,110,861377,0.0,1.0
632,61,0,61,0,-61,61,14,817,0.0,1.0
638,503,0,3025,2491,-534,501,56,44662,0.0,1.0
640,146,0,605,459,-146,146,0,3395,1.0,0.0
641,265,0,516,251,-265,265,0,3404,0.0,1.0
642,1876,2731,11807,12665,858,-882,92,87933,1.0,0.0
643,107,0,265,126,-139,107,62,48126,1.0,0.0
644,75,0,196,109,-87,64,27,11007,0.0,1.0
645,863,0,2913,2049,-864,863,0,19758,1.0,0.0
646,29,0,28,0,-28,28,0,2773,1.0,0.0
650,60,0,90,30,-60,60,0,2468,0.0,1.0
651,44,0,218,174,-44,44,0,3052,1.0,0.0
656,30,0,32,2,-30,30,0,2063,1.0,0.0
657,175,0,175,0,-175,175,0,4198,0.0,1.0
658,164,0,918,724,-194,136,49,9021,1.0,0.0
660,13977,0,137722,123738,-13984,13923,50,397670,1.0,0.0
662,60,0,115,55,-60,60,28,2583,1.0,0.0
663,59,0,4718,4593,-125,125,51,39158,0.0,1.0
664,4508,3220,25183,23895,-1288,489,0,23865,0.0,1.0
665,20676,15539,55769,50632,-5137,5125,406,415715,0.0,1.0
666,289,145,719,573,-146,145,0,12072,0.0,1.0
667,254,154,1506,1405,-101,95,0,24214,0.0,1.0
668,351,0,1371,1020,-351,350,0,11519,0.0,1.0
670,354,0,6776,6425,-351,351,0,12449,0.0,1.0
671,2094,0,5663,3574,-2089,1850,9,15752,0.0,1.0
672,1407,307,9830,8422,-1408,1384,84,29421,0.0,1.0
673,58,0,199,141,-58,-94,48,8175,0.0,1.0
679,17538,14908,119579,116790,-2789,2629,99,702066,0.0,1.0
681,151,0,563,413,-150,150,0,2338,0.0,1.0
682,233,0,1150,918,-232,234,0,17232,1.0,0.0
683,29,0,609,544,-65,30,17,22219,1.0,0.0
685,298,0,597,300,-297,298,0,2539,1.0,0.0
686,45,0,147,102,-45,45,0,4638,0.0,1.0
687,59,0,128,69,-59,59,0,2080,1.0,0.0
692,178,0,367,189,-178,178,0,7991,0.0,1.0
693,665,877,4056,4269,213,-223,0,8853,0.0,1.0
695,668,2676,15617,17626,2009,-2020,59,83793,0.0,1.0
697,585,0,2061,1476,-585,585,0,15288,0.0,1.0
698,1144,1126,6194,6174,-20,18,35,41287,0.0,1.0
699,122,0,153,31,-122,122,11,33248,0.0,1.0
700,731,0,2990,2260,-730,731,107,28363,0.0,1.0
701,59,235,204,380,176,-182,33,3229,0.0,1.0
702,147,117,500,428,-72,73,34,8279,1.0,0.0
704,20489,22612,118156,120284,2128,-2133,381,362423,0.0,1.0
