player_id_cat,deposit_approved_sum,withdrawal_approved_sum,turnover_cash_sum,winning_cash_sum,result_cash_sum,NGR_sum,bonus_cash_sum,session_sum,female,male
5665,1214,77,3254,2117,-1137,1137,80,28675,1.0,0.0
5666,163,0,304,145,-159,160,0,6773,0.0,1.0
5669,30,0,54,66,12,-12,41,8533,1.0,0.0
5670,879,0,2389,1511,-878,879,0,5444,0.0,1.0
5671,11918,12467,60013,60563,550,-668,92,46670,0.0,1.0
5673,31,81,9,59,50,-50,0,5553,1.0,0.0
5674,8922,7123,37895,36064,-1831,1650,166,221327,0.0,1.0
5675,59,0,127,68,-59,55,0,2835,0.0,1.0
5678,74,0,131,58,-73,70,30,5808,0.0,1.0
5679,59,0,61,3,-58,58,0,2242,1.0,0.0
5681,30,0,49,20,-29,30,3,4574,0.0,1.0
5683,60,0,104,44,-60,60,0,2255,0.0,1.0
5688,206,294,302,391,89,-88,6,6874,0.0,1.0
5690,59,0,217,158,-59,58,42,4168,0.0,1.0
5691,89,0,370,282,-88,86,0,10021,1.0,0.0
5695,1709,304,9499,8094,-1405,1349,23,33485,1.0,0.0
5696,235,266,210,241,31,-30,0,5362,0.0,1.0
5698,150,0,459,311,-148,147,0,2709,0.0,1.0
5699,7214,5080,47208,45075,-2133,2078,69,140065,1.0,0.0
5700,90,0,690,599,-91,90,29,18267,0.0,1.0
5702,59,0,95,37,-58,54,0,2117,1.0,0.0
5703,1541,6777,20669,25904,5235,-5235,93,274636,1.0,0.0
5704,8133,3032,15668,10566,-5102,5101,48,152080,1.0,0.0
5705,60,0,79,19,-60,60,50,2414,0.0,1.0
5708,4903,3945,24947,24005,-942,824,119,84782,0.0,1.0
5713,23265,13139,98266,88060,-10206,10127,413,1257003,0.0,1.0
5715,1140,1290,3534,3686,152,-151,0,4695,0.0,1.0
5717,1841,1231,5959,5425,-534,481,67,159930,0.0,1.0
5718,3677,3575,12473,12370,-103,91,71,128057,1.0,0.0
5719,30,0,113,82,-31,30,0,4584,1.0,0.0
5721,684,89,3301,2706,-595,374,116,97906,1.0,0.0
5723,117,0,130,57,-73,71,12,6637,1.0,0.0
5725,60,0,120,61,-59,45,0,3350,0.0,1.0
5726,178,0,373,196,-177,161,0,3347,1.0,0.0
5728,30,0,49,19,-30,30,0,4154,1.0,0.0
5730,1164,2719,7345,8900,1555,-1560,0,44233,0.0,1.0
5731,328,0,993,664,-329,321,23,25492,1.0,0.0
5732,474,0,1467,996,-471,471,73,20091,0.0,1.0
5737,59,0,184,125,-59,43,0,2176,0.0,1.0
5738,90,0,574,483,-91,89,0,7138,1.0,0.0
5740,104,0,393,290,-103,103,17,9949,1.0,0.0
5741,203,122,257,176,-81,80,14,1206,0.0,1.0
5742,29,0,79,48,-31,28,0,833,1.0,0.0
5743,2471,1955,14083,13486,-597,318,320,165992,0.0,1.0
5744,58,0,230,172,-58,58,0,3125,1.0,0.0
5746,0,0,3,1,-2,0,0,15568,0.0,1.0
5747,888,1469,4557,5141,584,-618,0,13445,0.0,1.0
5750,209,0,2170,1961,-209,206,55,12102,1.0,0.0
5751,89,0,292,203,-89,89,16,3572,0.0,1.0
5752,60,0,335,275,-60,47,32,6468,1.0,0.0
5753,2914,0,12705,9632,-3073,2915,7,31534,1.0,0.0
5755,4879,7171,13521,15814,2293,-2292,140,24249,0.0,1.0
5756,294,0,420,126,-294,288,0,9799,0.0,1.0
5757,2307,485,18883,17062,-1821,1683,85,29689,0.0,1.0
5758,30,0,224,177,-47,30,0,2732,0.0,1.0
5761,29,0,31,2,-29,29,0,2502,0.0,1.0
5763,146,0,517,371,-146,146,0,3189,1.0,0.0
5764,207,0,661,455,-206,207,0,9844,1.0,0.0
5765,73,0,406,333,-73,73,0,5107,0.0,1.0
5771,418,0,874,455,-419,372,56,22595,0.0,1.0
5773,4987,0,44393,39254,-5139,4988,27,75205,1.0,0.0
5775,30,0,68,38,-30,30,39,3299,0.0,1.0
5776,148,0,226,79,-147,148,0,4300,1.0,0.0
5777,89,0,147,57,-90,81,0,4073,0.0,1.0
5779,904,0,2466,1563,-903,903,5,2630,0.0,1.0
5780,1624,442,5276,4096,-1180,1154,0,19052,0.0,1.0
5781,58,0,114,56,-58,58,10,993,0.0,1.0
5782,21986,6483,201682,185462,-16220,15467,346,674896,1.0,0.0
5784,180,0,488,308,-180,180,43,11024,0.0,1.0
5785,897,866,4135,3989,-146,77,70,35322,1.0,0.0
5788,838,505,4009,3608,-401,331,77,52420,0.0,1.0
5789,1522,1735,6998,7175,177,-212,237,121309,0.0,1.0
5795,90,0,308,219,-89,90,0,5424,0.0,1.0
5796,12149,0,305593,293427,-12166,12165,53,165718,0.0,1.0
5797,60,0,85,25,-60,56,0,4296,1.0,0.0
5798,30,0,79,50,-29,30,0,1094,0.0,1.0
5802,30,0,53,23,-30,29,1,2869,1.0,0.0
5803,60,150,475,565,90,-90,0,5823,0.0,1.0
5804,826,135,2487,1796,-691,691,35,21023,0.0,1.0
5807,437,0,8550,8133,-417,417,2,16340,0.0,1.0
5810,146,0,3371,3069,-302,145,0,9002,0.0,1.0
5811,413,118,3652,3358,-294,265,0,18536,1.0,0.0
5812,30,0,36,4,-32,28,0,374,0.0,1.0
5813,656,0,4086,3430,-656,656,1,40188,0.0,1.0
5814,37921,35479,315659,313336,-2323,1229,551,1017523,0.0,1.0
5816,4855,4510,11054,10681,-373,345,183,264831,0.0,1.0
5818,4211,3226,27606,26607,-999,987,86,178952,0.0,1.0
5821,13857,10546,73856,70542,-3314,3313,24,173852,0.0,1.0
5822,30,0,33,3,-30,30,0,2414,0.0,1.0
5823,44,0,77,33,-44,44,0,553,0.0,1.0
5825,452,422,1193,1160,-33,30,56,27176,1.0,0.0
5826,89,0,162,73,-89,89,0,2509,0.0,1.0
5828,60,0,131,74,-57,55,20,7661,1.0,0.0
5830,9969,1030,53701,44761,-8940,8884,99,347789,0.0,1.0
5831,1091,689,3883,3484,-399,404,48,66113,0.0,1.0
5832,58,0,93,30,-63,51,0,2598,0.0,1.0
5833,89,0,585,493,-92,88,0,7363,0.0,1.0
5834,61,0,182,121,-61,56,0,1731,1.0,0.0
5838,4257,0,27314,22335,-4979,3710,19,85345,0.0,1.0
5839,176,734,405,963,558,-558,0,1519,1.0,0.0
5840,88,0,164,76,-88,88,0,2597,0.0,1.0
5841,298,119,768,587,-181,179,49,22303,1.0,0.0
5843,296,121,783,607,-176,174,42,8780,1.0,0.0
5846,709,706,2598,2596,-2,-19,23,43030,1.0,0.0
5847,265,0,1321,1057,-264,264,96,19689,1.0,0.0
5848,1005,308,6884,5969,-915,677,23,64246,0.0,1.0
5849,5836,302,28396,22862,-5534,5534,31,47658,0.0,1.0
5852,30,0,81,52,-29,26,0,4360,0.0,1.0
5853,1595,0,8329,6736,-1593,1593,17,62213,0.0,1.0
5856,6514,1973,28055,23510,-4545,2103,60,67001,0.0,1.0
5858,421,407,2960,2795,-165,14,50,12569,0.0,1.0
5859,30,0,68,38,-30,28,0,9540,0.0,1.0
5860,2506,1340,10725,9559,-1166,992,0,19422,0.0,1.0
5861,8500,5573,35692,32765,-2927,2924,195,97784,1.0,0.0
5862,58,0,218,160,-58,58,0,2045,0.0,1.0
5863,30,0,143,112,-31,20,0,3327,0.0,1.0
5864,1034,5303,8953,13224,4271,-4302,61,26822,0.0,1.0
5865,90,243,473,624,151,-152,0,5304,1.0,0.0
5868,120,0,375,256,-119,119,36,5273,1.0,0.0
5869,77,230,555,709,154,-154,0,10124,0.0,1.0
5871,31,0,43,12,-31,31,0,2358,1.0,0.0
5875,0,0,1,0,-1,1,0,2542,1.0,0.0
5876,443,0,3843,3400,-443,443,0,18600,1.0,0.0
5878,58,0,131,73,-58,58,0,3513,0.0,1.0
5880,236,0,521,285,-236,235,61,7771,0.0,1.0
5883,2471,0,7669,5190,-2479,2451,35,24346,0.0,1.0
5884,1390,0,4827,3437,-1390,1390,28,10161,0.0,1.0
5885,117,0,205,87,-118,117,0,4623,0.0,1.0
5886,141,89,208,155,-53,53,0,8744,0.0,1.0
5887,389,298,6247,6123,-124,91,133,100328,0.0,1.0
5888,1527,862,4170,3506,-664,437,74,97474,1.0,0.0
5891,1314,0,4804,3491,-1313,1314,44,14469,0.0,1.0
5892,668,1123,3661,3878,217,-482,117,130308,0.0,1.0
5894,330,598,1372,1644,272,-274,0,11222,0.0,1.0
5895,74,0,534,454,-80,74,0,11947,1.0,0.0
5899,133,0,929,783,-146,99,0,11672,0.0,1.0
5903,61,0,79,18,-61,61,0,4645,0.0,1.0
5904,21741,14791,150113,143187,-6926,6910,196,1089942,1.0,0.0
5905,44,0,64,20,-44,44,0,676,0.0,1.0
5906,1955,2862,8457,9364,907,-909,0,19107,0.0,1.0
5908,552,238,1182,895,-287,286,66,57967,0.0,1.0
5909,1505,0,3244,1738,-1506,1506,0,23885,0.0,1.0
5912,671,1664,5152,6124,972,-992,61,33210,0.0,1.0
5913,3963,2359,18368,16764,-1604,1485,82,56804,0.0,1.0
5916,90,0,365,273,-92,71,0,6842,0.0,1.0
5917,30,0,36,5,-31,30,0,2572,0.0,1.0
5918,60,0,67,72,5,-5,0,7117,1.0,0.0
5919,118,0,375,258,-117,119,0,5378,0.0,1.0
5920,652,1312,1417,2077,660,-666,53,26358,0.0,1.0
5921,178,0,493,316,-177,175,57,19823,1.0,0.0
5922,397,88,1498,1186,-312,293,111,57163,0.0,1.0
5923,87,262,248,423,175,-175,0,2961,0.0,1.0
5924,722,0,3332,2607,-725,722,0,5985,0.0,1.0
5925,29,0,199,159,-40,29,0,4003,1.0,0.0
5927,30,119,685,774,89,-97,32,59838,1.0,0.0
5928,1212,0,18149,16808,-1341,1211,504,138044,0.0,1.0
5931,439,370,2088,2022,-66,67,29,54271,1.0,0.0
5932,60,0,241,181,-60,60,0,7404,1.0,0.0
5937,471,0,859,388,-471,471,0,13359,0.0,1.0
5940,58,0,240,182,-58,58,0,6177,0.0,1.0
5942,24597,9514,272224,257142,-15082,15083,38,184506,1.0,0.0
5943,1777,1985,2431,2624,193,-237,0,13818,1.0,0.0
5945,62,0,162,100,-62,52,0,3215,0.0,1.0
5947,179,0,246,62,-184,178,41,5625,0.0,1.0
5948,30,0,82,48,-34,29,0,2972,1.0,0.0
5949,1750,1384,6899,7707,808,-848,51,26443,0.0,1.0
5950,60,0,246,186,-60,60,0,2263,0.0,1.0
5951,460,0,1902,1441,-461,454,0,8000,0.0,1.0
5952,7737,11791,22441,26487,4046,-4071,54,35577,0.0,1.0
5954,58,0,150,93,-57,58,2,2764,0.0,1.0
5956,1532,0,6184,4649,-1535,1534,110,92442,1.0,0.0
5957,390,0,1183,794,-389,388,39,22190,0.0,1.0
5959,1696,0,4068,2373,-1695,1695,0,5777,1.0,0.0
5960,0,0,117,70,-47,50,0,8218,0.0,1.0
5961,121,0,296,175,-121,115,0,11617,0.0,1.0
5964,59,0,264,206,-58,59,0,3161,1.0,0.0
5965,734,933,4847,5005,158,-198,82,31369,0.0,1.0
5966,43,0,181,138,-43,43,0,3151,0.0,1.0
5968,135,421,281,579,298,-299,0,3218,0.0,1.0
5969,59,0,207,149,-58,58,0,2838,0.0,1.0
5971,554,0,15212,14658,-554,554,35,16442,0.0,1.0
5973,842,0,3330,2488,-842,833,0,3788,0.0,1.0
5975,40478,20846,272785,255772,-17013,16767,275,608401,0.0,1.0
5976,179,300,763,883,120,-136,0,3508,1.0,0.0
5978,59,0,94,35,-59,59,0,2336,1.0,0.0
5979,546,273,1010,464,-546,521,0,6947,0.0,1.0
5980,16620,15278,37013,35676,-1337,1341,134,342438,0.0,1.0
5982,1191,239,3418,2466,-952,930,0,57389,0.0,1.0
5983,227,80,692,461,-231,229,48,21689,1.0,0.0
5984,165,0,869,703,-166,165,0,1534,0.0,1.0
5985,59,0,114,55,-59,59,0,4094,0.0,1.0
5987,3431,2481,28093,27143,-950,881,52,45165,0.0,1.0
5988,58,58,128,128,0,-11,0,1288,1.0,0.0
5990,10380,7960,133129,130116,-3013,1333,91,146154,0.0,1.0
5991,411,0,4655,4244,-411,409,154,33547,1.0,0.0
5992,505,164,1744,1405,-339,341,100,35165,0.0,1.0
5994,205,206,783,784,1,-1,10,23404,0.0,1.0
5995,6899,5464,30385,29467,-918,903,338,380148,0.0,1.0
5996,450,0,1303,853,-450,450,49,32095,0.0,1.0
5997,1029,1071,6885,6896,11,-41,79,55590,1.0,0.0
5998,753,452,6035,5727,-308,265,34,33987,1.0,0.0
6000,123,1240,178,1297,1119,-1118,0,12450,0.0,1.0
6001,8709,1308,48503,47277,-1226,1223,110,154560,1.0,0.0
6002,120,151,1289,1320,31,-31,0,16225,1.0,0.0
6003,1767,161,5369,3761,-1608,1470,79,57273,1.0,0.0
6004,19248,12761,82821,76601,-6220,6189,489,498609,1.0,0.0
6005,6863,2328,58696,54162,-4534,4532,109,160062,1.0,0.0
6008,83,0,198,115,-83,83,0,8372,1.0,0.0
6010,60,0,521,461,-60,56,0,5795,0.0,1.0
6012,90,0,383,276,-107,108,0,7252,0.0,1.0
6014,1192,476,3675,2959,-716,715,49,16523,0.0,1.0
6015,2546,148,7885,7110,-775,679,0,20091,1.0,0.0
6016,471,414,1191,1136,-55,49,82,19612,0.0,1.0
6017,3177,1698,12326,11262,-1064,1050,120,205305,0.0,1.0
6020,327,203,2432,2312,-120,117,75,65854,1.0,0.0
6023,87,87,1709,1709,0,0,0,11895,0.0,1.0
6024,951,1321,13069,13439,370,-466,96,95896,1.0,0.0
6025,119,0,337,219,-118,119,44,4550,0.0,1.0
6026,61,0,76,16,-60,59,6,2106,0.0,1.0
6027,2714,721,20802,18807,-1995,1952,3,124545,1.0,0.0
6028,45,0,53,9,-44,44,0,442,0.0,1.0
6029,1520,0,11031,9515,-1516,1516,58,43007,0.0,1.0
6030,44,163,358,468,110,-123,0,11896,1.0,0.0
6032,2940,4439,46727,48064,1337,-1500,48,195243,0.0,1.0
6033,208,0,1683,1475,-208,190,0,25734,1.0,0.0
6034,475,695,2685,2907,222,-221,27,29049,1.0,0.0
6035,147,0,530,384,-146,147,0,4866,0.0,1.0
6036,123,0,294,171,-123,123,0,2604,0.0,1.0
6037,116,0,167,51,-116,116,0,3507,1.0,0.0
6038,238,0,552,314,-238,238,0,2208,0.0,1.0
6040,505,322,2148,1966,-182,179,19,18147,0.0,1.0
6041,3677,6885,26716,29867,3151,-3207,106,190793,1.0,0.0
6044,720,456,6907,6643,-264,263,10,10429,1.0,0.0
6045,177,826,1312,1952,640,-648,103,55834,0.0,1.0
6046,5464,2050,26995,23580,-3415,3414,119,115513,0.0,1.0
6048,466,0,3562,3096,-466,466,0,9868,1.0,0.0
6049,491,0,3243,2753,-490,331,40,15973,0.0,1.0
6051,118,0,540,423,-117,117,0,10936,1.0,0.0
6052,476,0,1759,1287,-472,472,16,51187,0.0,1.0
6053,15925,0,122838,105708,-17130,15683,129,64820,0.0,1.0
6054,14478,28172,92534,106218,13684,-13715,90,210549,0.0,1.0
6056,1562,1569,4877,4883,6,-45,286,133802,1.0,0.0
6058,59,0,65,6,-59,59,49,1966,0.0,1.0
6059,38050,33898,109797,105532,-4265,4102,452,542378,0.0,1.0
6061,206,0,489,284,-205,192,0,6741,1.0,0.0
6062,59,0,151,93,-58,58,7,10122,1.0,0.0
6063,0,0,551,462,-89,74,0,3247,0.0,1.0
6064,60,0,67,7,-60,60,0,2734,0.0,1.0
6065,151,0,206,55,-151,150,0,2656,1.0,0.0
6066,60,0,90,31,-59,59,0,2407,1.0,0.0
6068,131,0,1117,1238,121,-217,54,86101,0.0,1.0
6071,118,0,261,144,-117,118,0,10246,1.0,0.0
6072,89,59,338,307,-31,30,43,15309,1.0,0.0
6074,4723,4149,17367,16794,-573,540,150,108565,0.0,1.0
6076,999,586,4141,3728,-413,413,0,27565,0.0,1.0
6077,175,0,266,91,-175,175,0,9133,1.0,0.0
6078,600,0,2000,1400,-600,600,0,4374,1.0,0.0
6079,1271,668,4889,4283,-606,603,16,69909,0.0,1.0
6080,60,0,144,85,-59,51,0,10869,1.0,0.0
6083,472,536,12261,12324,63,-65,52,127104,1.0,0.0
6084,1415,1056,16401,16043,-358,357,43,72394,1.0,0.0
6085,3151,601,12519,9970,-2549,2551,21,111655,0.0,1.0
6086,90,0,283,193,-90,90,0,3758,1.0,0.0
6087,29,0,29,0,-29,29,0,2093,1.0,0.0
6088,814,1256,5844,6285,441,-441,48,42458,1.0,0.0
6089,0,0,956,655,-301,0,15,8904,0.0,1.0
6090,778,486,3092,2793,-299,288,356,83848,0.0,1.0
6092,30,0,34,4,-30,14,0,7417,1.0,0.0
6093,590,0,2717,2128,-589,589,0,5397,0.0,1.0
6095,10406,13958,24326,27874,3548,-3570,450,246107,1.0,0.0
6097,30,0,37,7,-30,30,0,2461,0.0,1.0
6098,30,0,25,0,-25,23,35,2345,0.0,1.0
6099,2946,1185,8804,7042,-1762,1761,51,22657,0.0,1.0
6100,357,357,1452,1481,29,-36,45,15658,0.0,1.0
6101,938,0,2078,1142,-936,875,0,11541,0.0,1.0
6102,17081,3175,142382,128489,-13893,9920,101,119777,1.0,0.0
6103,4061,6257,26982,29176,2194,-2203,369,288980,0.0,1.0
6104,542,389,1315,1138,-177,153,236,63877,1.0,0.0
6105,90,0,240,150,-90,90,0,6478,1.0,0.0
6106,4873,2110,19759,17001,-2758,2759,42,117873,0.0,1.0
6107,30,0,141,109,-32,30,0,2414,1.0,0.0
6108,1263,586,4908,4196,-712,675,117,29505,0.0,1.0
6109,705,318,1757,1372,-385,380,42,24055,1.0,0.0
6112,356,0,635,278,-357,356,14,6985,0.0,1.0
6114,5404,3491,52611,50550,-2061,1295,108,389071,1.0,0.0
6115,88,0,88,1,-87,88,0,2093,0.0,1.0
6117,45,0,230,178,-52,45,0,15695,1.0,0.0
6118,1507,2088,7800,8151,351,-577,411,295221,0.0,1.0
6119,120,0,324,203,-121,120,22,7239,0.0,1.0
6121,1893,0,7201,5309,-1892,1636,0,10098,0.0,1.0
6124,178,0,368,190,-178,178,0,2753,0.0,1.0
6125,6346,3262,44277,41197,-3080,3079,61,312080,0.0,1.0
6126,1139,601,13899,13359,-540,518,31,45448,0.0,1.0
6128,934,0,3017,2030,-987,987,0,9908,0.0,1.0
6129,3000,2831,16551,16237,-314,110,236,97753,0.0,1.0
6130,23743,18213,114123,108601,-5522,5064,479,270498,0.0,1.0
6133,830,0,5122,4291,-831,824,71,60590,1.0,0.0
6135,6356,7187,37185,38011,826,-828,372,282090,0.0,1.0
6136,7942,6227,42207,40490,-1717,1707,411,393438,1.0,0.0
6137,916,471,2080,1635,-445,411,20,34155,0.0,1.0
6138,153,0,717,564,-153,144,0,4053,0.0,1.0
6142,6034,2169,13891,10027,-3864,3863,70,48515,0.0,1.0
6146,30,0,224,190,-34,30,0,12118,0.0,1.0
6147,152,0,1139,987,-152,152,14,5105,0.0,1.0
6148,60,0,115,55,-60,60,15,3022,0.0,1.0
6149,7076,4798,18906,16655,-2251,2220,419,378430,0.0,1.0
6152,1228,0,4776,3546,-1230,1201,35,56727,0.0,1.0
6153,87,238,861,981,120,-151,37,10274,1.0,0.0
6154,1462,473,3169,2189,-980,974,124,53512,0.0,1.0
6155,20223,7448,72644,59869,-12775,12777,47,117805,0.0,1.0
6156,30,0,45,15,-30,30,0,2914,1.0,0.0
6157,60,0,132,73,-59,52,0,2636,1.0,0.0
6158,14475,4197,76444,66169,-10275,10277,258,301345,0.0,1.0
6159,695,0,3713,3019,-694,667,62,23392,0.0,1.0
6160,151,0,359,148,-211,151,7,7469,0.0,1.0
6163,30,0,4,0,-4,3,17,9885,0.0,1.0
6165,58,0,129,70,-59,58,0,1484,0.0,1.0
6167,119,0,369,251,-118,119,0,5373,1.0,0.0
6170,151,62,339,251,-88,77,50,10389,0.0,1.0
6172,119,0,166,48,-118,119,0,4439,0.0,1.0
6173,1184,1160,46,22,-24,24,13,606,1.0,0.0
6174,301,0,489,188,-301,300,0,5552,0.0,1.0
6176,179,748,2578,3147,569,-569,0,3985,0.0,1.0
6178,145,0,329,188,-141,141,0,6586,1.0,0.0
6180,411,0,2000,1589,-411,410,26,11407,0.0,1.0
6182,45,0,96,52,-44,36,11,2440,0.0,1.0
6184,425,295,1420,1350,-70,70,21,36622,0.0,1.0
6186,626,326,3851,3551,-300,300,0,34417,0.0,1.0
6187,78,0,206,128,-78,78,0,7432,0.0,1.0
6189,60,60,564,533,-31,0,0,8679,0.0,1.0
6190,240,0,1001,760,-241,241,0,4675,0.0,1.0
6191,266,0,1554,1288,-266,260,0,10447,1.0,0.0
6192,235,410,497,671,174,-175,0,31376,0.0,1.0
6193,443,0,1800,1356,-444,438,0,17930,1.0,0.0
6194,262,320,1088,1146,58,-70,45,29350,0.0,1.0
6196,5990,0,22059,16069,-5990,4887,104,19388,0.0,1.0
6197,675,0,1805,1134,-671,670,0,13287,0.0,1.0
6198,3268,1983,15184,13889,-1295,1281,140,82326,0.0,1.0
6199,1069,176,2310,1417,-893,893,0,13772,0.0,1.0
6202,2350,2188,7431,7266,-165,155,62,150105,1.0,0.0
6203,756,518,1430,1177,-253,236,19,42242,0.0,1.0
6204,189,87,334,232,-102,102,51,15488,0.0,1.0
6205,291,0,1741,1443,-298,290,0,6033,0.0,1.0
6206,61,0,390,329,-61,53,0,2048,0.0,1.0
6209,10854,9940,31170,30467,-703,692,797,591373,0.0,1.0
6210,6356,9610,46125,49380,3255,-3259,156,141689,1.0,0.0
6211,1145,704,5033,4587,-446,440,181,97296,0.0,1.0
6212,90,0,114,24,-90,90,5,8217,0.0,1.0
6213,9883,8683,51890,50690,-1200,1200,99,139140,1.0,0.0
6215,278,0,507,229,-278,278,0,3589,0.0,1.0
6217,93,0,514,421,-93,93,25,4708,0.0,1.0
6218,590,442,244,97,-147,147,0,2061,0.0,1.0
6219,784,481,4368,4068,-300,303,122,75807,0.0,1.0
6220,581,0,2717,2136,-581,580,0,1970,0.0,1.0
6221,64130,33567,1050921,1009570,-41351,30549,20,183921,0.0,1.0
6222,1583,1052,9593,9066,-527,510,191,52692,1.0,0.0
6223,30,0,68,36,-32,29,26,3319,0.0,1.0
6225,80,0,158,78,-80,80,0,907,1.0,0.0
6226,498,0,1453,957,-496,496,0,2427,0.0,1.0
6228,29,0,154,125,-29,29,0,4456,0.0,1.0
6229,90,0,147,56,-91,90,0,3268,0.0,1.0
6230,19063,5972,123521,110210,-13311,13298,51,100253,0.0,1.0
6231,302,0,1945,1645,-300,301,0,16405,0.0,1.0
6233,225,0,428,203,-225,225,0,10386,1.0,0.0
6236,1540,512,4519,3482,-1037,802,17,18752,1.0,0.0
6238,87,0,337,250,-87,87,21,7328,0.0,1.0
6240,586,0,4447,3861,-586,586,0,6297,0.0,1.0
6241,118,0,408,289,-119,118,52,12730,1.0,0.0
6242,29,0,32,0,-32,29,0,2326,0.0,1.0
6243,175,0,776,592,-184,174,0,2769,0.0,1.0
6246,3951,2618,72467,71134,-1333,1334,0,63538,0.0,1.0
6247,44,102,68,127,59,-59,50,21107,1.0,0.0
6250,866,0,4220,3354,-866,863,17,83088,0.0,1.0
6251,210,0,4224,4014,-210,210,18,23529,1.0,0.0
6252,30,0,313,253,-60,60,43,12723,1.0,0.0
6253,119,0,275,157,-118,118,0,5742,1.0,0.0
6255,30,0,72,36,-36,31,10,4707,0.0,1.0
6256,208,0,927,686,-241,208,18,12247,1.0,0.0
6257,293,0,793,499,-294,293,0,3342,0.0,1.0
6258,4212,1949,47212,44946,-2266,2263,40,81549,1.0,0.0
6259,44,61,15,33,18,-18,46,2381,0.0,1.0
6261,468,0,1653,1185,-468,468,0,9136,0.0,1.0
6262,149,0,842,693,-149,136,45,4136,1.0,0.0
6263,409,863,682,1134,452,-452,43,20566,0.0,1.0
6264,75,0,522,447,-75,75,50,3416,0.0,1.0
6265,5711,3805,19865,17949,-1916,1904,238,286402,0.0,1.0
6266,5177,4025,17610,16455,-1155,1154,191,268069,0.0,1.0
6267,73,0,105,32,-73,74,0,4625,0.0,1.0
6268,163,0,357,193,-164,163,0,5327,0.0,1.0
6269,1174,1205,6667,6652,-15,-31,6,19040,1.0,0.0
6270,45,0,122,71,-51,42,43,2909,0.0,1.0
6271,14613,9973,95980,91342,-4638,4551,120,129978,0.0,1.0
6274,468,384,2117,1999,-118,34,72,42354,0.0,1.0
6275,9356,7312,37353,35311,-2042,1905,474,534238,0.0,1.0
6277,15140,12559,76504,73847,-2657,2554,148,226772,0.0,1.0
6278,207,0,1026,819,-207,207,0,5253,0.0,1.0
6279,73,0,199,125,-74,73,0,3641,0.0,1.0
6281,626,0,2893,2266,-627,627,0,21773,0.0,1.0
6284,1052,691,9890,9489,-401,363,116,30077,0.0,1.0
6285,13232,3569,110278,100611,-9667,9667,149,102754,1.0,0.0
6292,4973,0,53315,48357,-4958,4958,0,36920,0.0,1.0
6293,149,0,440,292,-148,148,0,3349,1.0,0.0
6294,45,0,97,51,-46,40,10,2613,0.0,1.0
6295,147,0,465,318,-147,147,0,1596,0.0,1.0
6296,221,0,518,299,-219,217,38,7241,1.0,0.0
6297,338,267,519,446,-73,67,0,5747,0.0,1.0
6300,299,0,772,471,-301,299,0,4802,0.0,1.0
6301,700,0,872,171,-701,690,0,1761,0.0,1.0
6304,45,0,185,141,-44,41,0,4342,0.0,1.0
6306,58,0,297,239,-58,58,0,3196,0.0,1.0
6307,88,0,100,12,-88,88,0,2298,1.0,0.0
6309,88,0,109,21,-88,88,0,2221,1.0,0.0
6310,675,293,1759,1376,-383,382,0,19044,0.0,1.0
6311,12931,2047,87031,76146,-10885,10888,84,158216,0.0,1.0
6313,2043,669,10965,9443,-1522,1371,47,164062,1.0,0.0
6314,1357,0,5760,4256,-1504,1357,10,18358,0.0,1.0
6316,118,0,153,36,-117,117,0,4973,1.0,0.0
6317,557,0,1952,1391,-561,426,6,16600,0.0,1.0
6318,75,222,30,177,147,-147,0,336,0.0,1.0
6319,30,0,63,33,-30,30,61,24345,1.0,0.0
6320,1206,0,15135,13931,-1204,1205,0,23680,0.0,1.0
6322,541,0,1824,1282,-542,490,32,18745,1.0,0.0
6326,118,0,463,345,-118,118,0,9539,1.0,0.0
6327,29,0,9200,9172,-28,27,0,36731,0.0,1.0
6328,308,0,1587,1279,-308,299,49,17207,0.0,1.0
6330,148,0,857,707,-150,92,131,31677,0.0,1.0
6333,88,0,124,28,-96,88,6,2481,0.0,1.0
6336,1434,1335,10802,10601,-201,71,371,235169,1.0,0.0
6337,29,0,45,12,-33,28,0,6303,0.0,1.0
6340,200,156,436,392,-44,37,0,10948,0.0,1.0
6341,236,442,1211,1487,276,-277,83,27136,1.0,0.0
6343,30,0,57,28,-29,30,10,6166,0.0,1.0
6347,90,210,364,483,119,-120,0,19399,0.0,1.0
6348,361,0,946,585,-361,361,7,3503,0.0,1.0
6350,540,293,5448,5201,-247,247,0,21084,0.0,1.0
6351,2902,299,16434,13833,-2601,2000,130,90793,0.0,1.0
6353,60,0,546,486,-60,59,48,11315,0.0,1.0
6354,179,0,453,265,-188,178,15,4018,1.0,0.0
6355,146,0,521,376,-145,120,0,3478,0.0,1.0
6356,180,0,261,81,-180,180,105,5310,0.0,1.0
6357,290,0,619,329,-290,290,34,6051,1.0,0.0
6358,236,0,718,482,-236,236,0,5346,0.0,1.0
6364,59,0,108,54,-54,54,0,643,0.0,1.0
6367,291,0,7824,7364,-460,290,1,75316,1.0,0.0
6368,739,1264,4004,4531,527,-525,50,59192,0.0,1.0
6369,1981,1363,12306,11688,-618,618,65,109987,0.0,1.0
6370,638,1875,13965,15180,1215,-1244,82,60781,0.0,1.0
6372,30,0,42,12,-30,30,0,314,0.0,1.0
6373,508,0,1028,520,-508,509,75,13886,0.0,1.0
6374,9934,6004,60100,56062,-4038,3931,618,779333,0.0,1.0
